#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1             -0.64345             -0.64345                    0
           2            -0.644938            -0.644194          0.000526087
           3            -0.644274            -0.644221          0.000351414
           4            -0.644166            -0.644207          0.000263821
           5            -0.642692            -0.643904            0.0003435
           6            -0.644907            -0.644071            0.0003244
           7            -0.643146            -0.643939          0.000303771
           8            -0.644234            -0.643976          0.000268033
           9            -0.644683            -0.644055          0.000249504
          10            -0.644654            -0.644114          0.000231633
          11            -0.643981            -0.644102          0.000210894
          12            -0.643446            -0.644048          0.000200294
          13            -0.642469            -0.643926          0.000218627
          14            -0.644109            -0.643939            0.0002034
          15            -0.644454            -0.643973          0.000192709
          16            -0.643166            -0.643923          0.000187163
          17            -0.644186            -0.643938           0.00017679
          18            -0.644545            -0.643972          0.000170147
          19            -0.643162             -0.64393          0.000166444
          20            -0.642765            -0.643871          0.000168001
          21            -0.643548            -0.643856          0.000160705
          22            -0.643798            -0.643853          0.000153422
          23            -0.643563            -0.643841          0.000147268
          24            -0.643358            -0.643821          0.000142496
          25            -0.644575            -0.643851          0.000139957
          26            -0.643996            -0.643856          0.000134686
          27            -0.643061            -0.643827          0.000132881
          28            -0.643735            -0.643824          0.000128176
          29            -0.642794            -0.643788          0.000128575
          30            -0.643975            -0.643794           0.00012444
