#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              17.0049              17.0049                    0
           2              17.0259              17.0154           0.00744289
           3              17.1986              17.0765            0.0501055
           4              16.8657              17.0238            0.0591112
           5              17.0545              17.0299            0.0476079
           6              17.1982               17.058            0.0472123
           7              17.1407              17.0698            0.0419196
           8              17.1549              17.0804             0.038007
           9              17.0632              17.0785            0.0338322
          10              17.1602              17.0867            0.0314186
          11              17.1687              17.0941            0.0294328
          12              17.1893              17.1021             0.028027
          13              17.1496              17.1057            0.0261086
          14              17.1387              17.1081            0.0243497
          15              17.2463              17.1173            0.0244075
          16              17.0438              17.1127            0.0233108
          17              17.2813              17.1226            0.0239566
          18               17.072              17.1198            0.0227901
          19              17.3041              17.1295            0.0235642
          20              17.1453              17.1303            0.0223992
          21               17.121              17.1298            0.0213369
          22              17.1457              17.1306            0.0203792
          23              17.2206              17.1345            0.0198656
          24              17.2107              17.1377              0.01929
          25              17.0446              17.1339            0.0188738
          26              17.1629              17.1351            0.0181807
          27              17.1091              17.1341            0.0175327
          28              16.9761              17.1284            0.0177917
          29              17.2474              17.1325            0.0176447
          30              17.1122              17.1319            0.0170696
