#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              29.5192              29.5192                    0
           2              26.4328               27.976              1.09121
           3              31.1102              29.0207               1.1211
           4              21.0833              27.0364              1.91318
           5               25.771              26.7833              1.54719
           6              23.4128              26.2215              1.38756
           7              30.5686              26.8426              1.32102
           8              27.3141              26.9015               1.1572
           9              28.3277                27.06              1.03942
          10              23.9823              26.7522             0.979982
          11              26.7687              26.7537             0.890894
          12              27.2989              26.7991              0.81781
          13              28.1572              26.9036             0.761545
          14              22.9391              26.6204             0.757972
          15              24.0087              26.4463             0.727164
          16              26.2897              26.4365             0.681782
          17              26.7537              26.4552             0.641932
          18              27.0152              26.4863             0.607023
          19              31.7999               26.766             0.636243
          20               31.381              26.9967              0.64492
          21              24.8831              26.8961             0.622013
          22              25.8458              26.8483             0.595569
          23              28.4088              26.9162             0.573526
          24              33.6066              27.1949              0.61365
          25              32.7007              27.4152             0.627379
          26              25.4659              27.3402             0.607713
          27               30.435              27.4548             0.595916
          28              30.2901              27.5561             0.583173
          29               20.663              27.3184             0.609582
          30              19.2954               27.051             0.645265
          31              27.3682              27.0612             0.624531
          32              24.0951              26.9685             0.611854
          33              26.1413              26.9434             0.593826
          34              28.4952              26.9891             0.578112
          35              32.1138              27.1355             0.579841
          36              27.1808              27.1367             0.563735
          37              23.1464              27.0289              0.55872
          38              23.6281              26.9394             0.551138
          39              27.7434                26.96             0.537391
          40              26.5175               26.949             0.524071
