#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              1536.93              1536.93                    0
           2              1632.43              1584.68              33.7613
           3              1536.44               1568.6              26.0568
           4              1536.42              1560.56              20.7475
           5              1506.09              1549.66               19.246
           6              1620.82              1561.52              19.3499
           7              1408.53              1539.67              26.1637
           8              1426.57              1525.53              26.4382
           9              1775.36              1553.29               35.174
          10              1549.96              1552.95              31.6582
          11              1528.37              1550.72              28.8589
          12              1572.28              1552.52              26.5099
          13              1777.39              1569.81              29.5805
          14              1337.88              1553.25              31.7698
          15              1660.34              1560.39              30.4435
          16              1530.61              1558.53              28.5976
          17              1638.87              1563.25              27.3031
          18              1410.86              1554.79              27.0671
          19              1518.08              1552.85              25.7114
          20                 1542              1552.31              24.4316
          21              1711.19              1559.88              24.4114
          22              1606.63                 1562              23.3942
          23              1584.63              1562.99              22.3977
          24              1459.53              1558.68              21.8753
          25              1732.87              1565.64              22.0821
          26              1617.11              1567.62              21.3213
          27              1674.77              1571.59              20.8977
          28              1353.54               1563.8              21.5536
          29              1566.56               1563.9              20.8106
          30               1683.2              1567.88              20.4933
          31              1657.41              1570.76              20.0347
          32              1439.35              1566.66              19.8251
          33              1809.29              1574.01              20.5425
          34              1479.04              1571.22              20.1273
          35              1719.22              1575.44              19.9916
          36               1547.8              1574.68               19.451
          37              1623.63                 1576              18.9702
          38              1477.16               1573.4              18.6485
          39              1440.45              1569.99              18.4792
          40              1429.33              1566.47              18.3488
