#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              22.7727              22.7727                    0
           2              22.0115              22.3921              0.26912
           3              20.0567              21.6137             0.660456
           4              21.1724              21.5034             0.504471
           5              22.1772              21.6381             0.421192
           6              20.6463              21.4728             0.382059
           7              21.1083              21.4207             0.331008
           8              20.7584              21.3379             0.299808
           9              23.3436              21.5608              0.33936
          10              19.9929               21.404              0.33972
          11              21.4838              21.4113             0.308913
          12              20.9468              21.3726             0.285585
          13              21.2778              21.3653              0.26371
          14              19.8814              21.2593              0.26532
          15              21.8875              21.3012             0.250916
          16              20.7738              21.2682             0.237388
          17              21.5596              21.2853             0.224042
          18              19.4755              21.1848             0.233067
          19              21.9556              21.2254             0.224303
          20              22.0798              21.2681             0.217118
          21              21.0927              21.2597              0.20694
          22              21.7043              21.2799             0.198518
          23              23.2824               21.367             0.208104
          24              20.9464              21.3495              0.20017
          25              21.9244              21.3725             0.193479
          26              20.6315               21.344             0.188125
          27              20.8924              21.3273             0.181899
          28              19.3307              21.2559             0.188863
          29              20.1502              21.2178             0.186159
          30              21.5715              21.2296             0.180327
          31               22.733              21.2781             0.180913
          32              20.9563               21.268             0.175539
          33              23.2269              21.3274             0.179976
          34              21.0025              21.3178             0.174936
          35              22.5045              21.3518             0.173192
          36              22.3796              21.3803             0.170719
          37              21.6201              21.3868             0.166228
          38              20.1079              21.3531             0.165225
          39              21.4369              21.3553             0.161003
          40              20.2794              21.3284             0.159208
