#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.908984            -0.908984                    0
           2            -0.912284            -0.910634           0.00116673
           3            -0.911008            -0.910759           0.00078445
           4            -0.909356            -0.910408          0.000662092
           5            -0.905584            -0.909443           0.00101253
           6             -0.91274            -0.909993          0.000981609
           7            -0.906228            -0.909455           0.00097767
           8             -0.90414             -0.90879           0.00105736
           9            -0.914476            -0.909422            0.0011127
          10            -0.913928            -0.909873           0.00108884
          11            -0.908692            -0.909765          0.000995135
          12               -0.911            -0.909868          0.000917509
          13              -0.9151            -0.910271          0.000931015
          14            -0.903796            -0.909808          0.000972624
          15            -0.912908            -0.910015          0.000929476
          16            -0.910884            -0.910069          0.000872969
          17            -0.910764             -0.91011          0.000822574
          18            -0.907592             -0.90997          0.000788682
          19            -0.910132            -0.909979          0.000747218
          20            -0.909644            -0.909962          0.000710045
          21            -0.915364            -0.910219          0.000721326
          22            -0.911472            -0.910276          0.000690783
          23            -0.907756            -0.910167          0.000669383
          24            -0.906408             -0.91001          0.000659558
          25            -0.913876            -0.910165          0.000651051
          26            -0.911352             -0.91021          0.000627611
          27            -0.915456            -0.910405          0.000633724
          28            -0.908236            -0.910327          0.000615806
          29             -0.91182            -0.910379          0.000596719
          30            -0.913424             -0.91048          0.000585399
          31            -0.912332             -0.91054          0.000569555
          32            -0.906904            -0.910426          0.000562976
          33            -0.915216            -0.910571          0.000564316
          34            -0.907088            -0.910469          0.000556941
          35             -0.91318            -0.910546          0.000546388
          36             -0.91022            -0.910537          0.000531286
          37            -0.911112            -0.910553          0.000517154
          38            -0.910056             -0.91054           0.00050371
          39             -0.90526            -0.910404          0.000508662
          40            -0.908912            -0.910367          0.000497312
