#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              72.8599              72.8599                    0
           2              73.1807              73.0203             0.113427
           3              73.8279              73.2895             0.232445
           4              73.2308              73.2748             0.174795
           5              73.0914              73.2381             0.143632
           6              74.2016              73.3987             0.189251
           7              73.9712              73.4805             0.179016
           8               72.259              73.3278             0.211977
           9              73.9575              73.3978             0.199636
          10              73.0625              73.3643             0.182467
          11              74.7557              73.4908             0.205093
          12              72.7739               73.431             0.196508
          13              72.3275              73.3461             0.198884
          14              73.3832              73.3488             0.184696
          15              73.2937              73.3451             0.172419
          16              74.2332              73.4006             0.170342
          17              74.7526              73.4801             0.177921
          18              73.5807              73.4857             0.168124
          19               72.908              73.4553             0.162003
          20              72.7831              73.4217             0.157351
          21              73.6685              73.4335             0.150296
          22              73.1043              73.4185             0.144207
          23              75.1039              73.4918             0.155444
          24              73.2418              73.4814             0.149316
          25              74.3765              73.5172             0.147574
          26                74.72              73.5634             0.148973
          27              72.8882              73.5384             0.145539
          28              74.2616              73.5642             0.142615
          29              73.3184              73.5558             0.137949
          30              73.8412              73.5653             0.133678
