#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1               223.93               223.93                    0
           2              228.151              226.041              1.49248
           3               229.63              227.237              1.39442
           4                225.5              226.803              1.11139
           5              223.335              226.109              1.08414
           6              221.591              225.356              1.13528
           7              230.555              226.099               1.1915
           8              225.901              226.074              1.04282
           9              222.846              225.715             0.986691
          10              227.976              225.942             0.913555
          11              228.005              226.129             0.849539
          12              225.896               226.11             0.778967
          13              221.184              225.731             0.805936
          14              223.701              225.586             0.761303
          15               221.57              225.318             0.756147
          16              225.121              225.306             0.708988
          17              220.366              225.015             0.724374
          18              222.945                224.9             0.693204
          19              224.151              224.861             0.657841
          20              220.509              224.643              0.65996
          21              225.904              224.703              0.63126
          22                222.4              224.598             0.611189
          23              226.702               224.69             0.591422
          24              225.736              224.734             0.568384
          25              220.756              224.574             0.567478
          26              223.179              224.521             0.548183
          27              225.677              224.564             0.529549
          28              224.841              224.573              0.51073
          29              227.035              224.658             0.500123
          30              226.303              224.713             0.486449
