#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              4.58302              4.58302                    0
           2              4.22698                4.405             0.125879
           3              4.91468              4.57489             0.162126
           4              4.22704              4.48793             0.143029
           5               4.4286              4.47606             0.114914
           6              4.21084              4.43186             0.103917
           7              4.40972               4.4287            0.0891195
           8              4.26476               4.4082             0.080301
           9               4.3141              4.39775            0.0720562
          10              4.59038              4.41701            0.0673763
          11              4.82106              4.45374            0.0705568
          12               4.4534              4.45371            0.0646771
          13              4.37644              4.44777            0.0599744
          14              4.74502                4.469            0.0593299
          15              4.53396              4.47333            0.0555324
          16              4.77168              4.49198            0.0551034
          17              4.24182              4.47726             0.053791
          18              4.54668              4.48112            0.0509406
          19              4.14636               4.4635             0.051216
          20               4.4103              4.46084            0.0487242
          21              4.77584              4.47584            0.0486581
          22              4.60552              4.48174            0.0468021
          23              4.63644              4.48846            0.0452479
          24              4.53578              4.49043            0.0434055
          25               4.1594              4.47719            0.0436423
          26               4.5928              4.48164            0.0421897
          27              4.44058              4.48012            0.0406545
          28               4.3751              4.47637            0.0393752
          29               4.4284              4.47471            0.0380521
          30               4.3405              4.47024            0.0370458
