#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              405.292              405.292                    0
           2              409.107              407.199              1.34896
           3              405.284              406.561              1.03944
           4              416.363              409.011              2.26076
           5               427.95              412.799              3.84032
           6              423.444              414.573              3.58676
           7              415.417              414.694              3.07639
           8              415.873              414.841              2.69537
           9              402.284              413.446              2.73325
          10              414.864              413.588               2.4636
          11              416.886              413.888              2.25781
          12              403.349              413.009              2.23395
          13              418.688              413.446              2.10438
          14              421.876              414.048              2.03839
          15              419.905              414.439              1.93953
          16              415.869              414.528              1.82036
          17              443.516              416.233              2.38158
          18              414.556               416.14              2.25109
          19              418.207              416.249              2.13524
          20              396.499              415.261              2.24524
          21              424.461              415.699              2.18064
          22              405.766              415.248              2.12775
          23              424.092              415.632              2.06969
          24              411.741               415.47              1.98979
          25              433.365              416.186              2.03488
          26              418.226              416.265              1.95812
          27              413.788              416.173              1.88775
          28              418.046               416.24              1.82151
          29              420.417              416.384              1.76439
          30              425.495              416.687              1.73152
