#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              8.71028              8.71028                    0
           2              7.51768              8.11398             0.421648
           3              8.96888              8.39895             0.364902
           4              8.17194               8.3422             0.278055
           5              7.68818              8.21139             0.251334
           6              8.67442              8.28856             0.220975
           7              8.84282              8.36774             0.203098
           8              8.19222               8.3458             0.178892
           9              8.06758              8.31489             0.161664
          10              7.47014              8.23041             0.166108
          11               7.1205              8.12951              0.17905
          12               8.1561              8.13173             0.164143
          13              8.25722              8.14138               0.1518
          14              7.53602              8.09814             0.146987
          15               7.2413              8.04102             0.147871
          16              8.83286              8.09051             0.146677
          17              8.92464              8.13958             0.146026
          18              8.45484              8.15709              0.13896
          19               8.7845              8.19011             0.135513
          20               8.2304              8.19213             0.128752
          21               8.5461              8.20898             0.123719
          22               8.2009              8.20861             0.118096
          23              8.45438               8.2193             0.113444
          24              8.02768              8.21132             0.108998
          25              8.49924              8.22283             0.105245
          26              8.64366              8.23902             0.102434
          27              7.42362              8.20882             0.102996
          28              9.14334              8.24219             0.104585
          29               7.6662              8.22233             0.102848
          30              8.00924              8.21523            0.0996643
