#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              20.9556              20.9556                    0
           2              21.2689              21.1123             0.110773
           3              21.5513              21.2586             0.140461
           4               21.328              21.2759             0.106411
           5              21.3696              21.2947            0.0867607
           6              21.2338              21.2845            0.0728918
           7              21.1939              21.2716            0.0636179
           8              21.3233               21.278            0.0559933
           9               21.307              21.2812            0.0498641
          10              21.4603              21.2992            0.0479858
          11              21.1938              21.2896            0.0445691
          12              21.2131              21.2832            0.0413078
          13              21.6462              21.3111            0.0466214
          14              21.7134              21.3399              0.05139
          15              21.6317              21.3593            0.0515149
          16              21.4356              21.3641            0.0485153
          17              21.3627               21.364            0.0456615
          18              21.0311              21.3455            0.0467214
          19              21.5087              21.3541             0.045045
          20              21.0891              21.3408            0.0446985
          21              21.4181              21.3445            0.0427211
          22              21.0919               21.333            0.0422944
          23              21.2181               21.328            0.0407496
          24              21.4718               21.334            0.0394894
          25              21.1716              21.3275            0.0384405
          26              20.9118              21.3115            0.0401504
          27              21.0745              21.3028            0.0396113
          28               21.456              21.3082            0.0385727
          29              21.4398              21.3128            0.0375085
          30              21.4931              21.3188            0.0367367
