     MU:      SIGMA:     E_MEASURED:    ERROR:
    0.019985     0.48816     0.78053    0.013959
     0.12109     0.78671   -0.097644   0.0062852
     0.29116       0.827    -0.20044   0.0056137
     0.22414     0.62875     0.14288    0.007717
     0.44917     0.51453   -0.002132   0.0055065
     0.57723     0.74415    -0.30942   0.0038298
     0.68174     0.71785    -0.37503     0.00441
     0.93252     0.79893    -0.11408    0.015037
     0.87741     0.52903    -0.32828   0.0042192
     0.97708     0.31271      1.2518    0.031257
     0.70273     0.59217    -0.40923   0.0020713
     0.78809     0.77845    -0.32615   0.0086166
     0.64765     0.62943    -0.37143   0.0026534
      0.7039     0.39013      0.3179    0.014682
      0.7039     0.39013      0.3179    0.014682
      0.7039     0.39013      0.3179    0.014682
     0.75468     0.63056    -0.43683   0.0024771
      1.0242     0.58888    -0.23237   0.0054582
     0.81539     0.80479    -0.27371    0.010349
     0.81539     0.80479    -0.27371    0.010349
     0.68332     0.85179    -0.28108   0.0092023
     0.95337     0.85798    0.042892    0.019244
     0.85328     0.97287     0.18777    0.024738
     0.85328     0.97287     0.18777    0.024738
     0.85328     0.97287     0.18777    0.024738
      0.6228       1.048   -0.052511    0.018149
      0.6228       1.048   -0.052511    0.018149
     0.89346     0.86352   -0.064867     0.01732
     0.65563       1.027   -0.018552     0.01934
     0.41381      1.1588  -0.0087456    0.022625
     0.41988      1.0885    -0.10269    0.021077
     0.67037     0.92988    -0.18724    0.014253
       0.577     0.85494    -0.28806   0.0064422
     0.86855     0.69917    -0.37631   0.0066345
      1.1127     0.50924    0.010727   0.0047816
     0.87043     0.78728    -0.21789    0.014178
      1.0737     0.82566     0.36826    0.027203
     0.98534     0.93746     0.39011    0.027357
      1.0891     0.84642     0.49757     0.03181
     0.83335      1.1357     0.62298     0.04524
     0.83335      1.1357     0.62298     0.04524
     0.83335      1.1357     0.62298     0.04524
     0.69494     0.90477    -0.20063    0.011108
      0.4438     0.68762    -0.17387   0.0041929
      0.4785     0.47002   0.0062424   0.0065817
      0.4785     0.47002   0.0062424   0.0065817
     0.39623     0.62406   -0.051385   0.0065387
     0.25572     0.72369   -0.056673   0.0063448
     0.33853     0.57108     0.12239   0.0074086
     0.50338     0.56723     -0.1474    0.004284
     0.30846      0.7692    -0.15442   0.0056434
     0.12409     0.63871      0.1986   0.0084094
     0.20542     0.57364     0.30833   0.0082886
    0.089333     0.85965     -0.1853    0.005181
    0.097627     0.91837     -0.2316   0.0046866
    -0.10735     0.68874    0.081416   0.0066357
     -0.3186     0.63229    0.026021   0.0073072
     -0.3186     0.63229    0.026021   0.0073072
    -0.20553     0.41225     0.91192    0.015296
    -0.34512     0.48891     0.28416    0.006804
    -0.26698     0.49155      0.4533     0.01034
   -0.067983     0.65487     0.16484   0.0073156
   -0.050912     0.79343   -0.090722   0.0059302
   -0.017509     0.55456     0.50151    0.010726
    -0.21911     0.64115     0.11792   0.0066999
    -0.19381     0.75884   -0.072604   0.0060099
    -0.35187     0.59303    0.058162   0.0068498
    -0.42683     0.76546    -0.22034   0.0052828
    -0.58089     0.55695    -0.26103   0.0041672
    -0.55405     0.50437    -0.16481   0.0052119
    -0.61875     0.69683    -0.34028   0.0039882
    -0.38926     0.88436    -0.25114   0.0070134
    -0.38926     0.88436    -0.25114   0.0070134
    -0.54576     0.98235    -0.21078    0.011072
    -0.48271     0.95912    -0.23673    0.010241
    -0.30909     0.70479   -0.073206     0.00572
    -0.26121     0.79168    -0.14494    0.005781
    -0.38754     0.57749    0.034507    0.006772
    -0.61748      0.6008    -0.33338   0.0029358
    -0.37256     0.50992     0.16975   0.0070199
    -0.11266     0.34081      1.8514    0.025785
    -0.11266     0.34081      1.8514    0.025785
    -0.39643     0.29167      1.0895     0.02248
    -0.22394     0.33397      1.2828    0.016784
    -0.48528     0.60309    -0.15572   0.0050718
    -0.48528     0.60309    -0.15572   0.0050718
    -0.64472     0.68899    -0.36321   0.0032898
    -0.60994     0.60438    -0.32067   0.0037562
    -0.60994     0.60438    -0.32067   0.0037562
    -0.64773     0.62564    -0.37156   0.0029885
    -0.93237     0.59548    -0.36214   0.0037437
    -0.93237     0.59548    -0.36214   0.0037437
    -0.93237     0.59548    -0.36214   0.0037437
      -1.229      0.6623     0.52047    0.020235
     -1.2733     0.42241     0.65289   0.0088471
      -1.498     0.59977      2.1573    0.025694
     -1.4538     0.61407       1.884    0.029598
     -1.3232     0.62083     0.93627    0.019151
     -1.1697     0.79907     0.65483    0.030099
     -1.0401     0.72594   -0.040924    0.013656
     -1.2035       1.021      2.0996    0.071975
     -1.1014     0.82697     0.49079    0.029478
    -0.99593     0.69059    -0.22251   0.0096508
     -1.0042      0.6481    -0.25115   0.0077057
    -0.75201     0.79274    -0.30905   0.0085003
    -0.84628      0.7356    -0.33502   0.0074552
    -0.77989     0.76314    -0.33067   0.0093038
    -0.90971     0.64663    -0.37757   0.0054243
    -0.80794     0.43846    -0.01285    0.011568
    -0.53692     0.60203    -0.22966   0.0037631
    -0.49267     0.52535   -0.095259   0.0047258
    -0.79124     0.48413     -0.2429   0.0059606
      -0.783     0.47931    -0.21955   0.0072631
      -0.783     0.47931    -0.21955   0.0072631
    -0.59225     0.38767     0.24181    0.012096
    -0.64683     0.41994    0.059428    0.011835
    -0.64683     0.41994    0.059428    0.011835
    -0.51461     0.46246   -0.034964   0.0065479
    -0.46649     0.67813     -0.1809   0.0042658
    -0.33098     0.92202    -0.25673   0.0053995
    -0.24158      1.1135      -0.196    0.012203
    -0.20083      1.0009    -0.25225   0.0099212
    -0.11267      1.1166    -0.18984    0.011417
     0.16275     0.85969    -0.19344   0.0047305
     0.43638      1.0879    -0.12662    0.016584
     0.14544       1.212   -0.019325    0.023313
   -0.054487      1.0783     -0.2124    0.011622
    -0.22461       1.247     0.08269    0.026846
    -0.05302      1.3968     0.62589    0.058507
    -0.31042      1.2749     0.16434    0.029409
    -0.31042      1.2749     0.16434    0.029409
    -0.51635      1.0486    -0.15193    0.013593
    -0.55907      0.7611    -0.30905   0.0042566
    -0.52616     0.82926    -0.29602   0.0047841
    -0.33874     0.59481    0.073057   0.0073598
    -0.13755     0.84412    -0.17564   0.0053904
    -0.24556     0.60847     0.16718   0.0080769
    -0.26521     0.82604    -0.19404   0.0048246
    -0.32745     0.66992   -0.032972   0.0064524
    -0.59868      0.3766     0.33762    0.016414
    -0.59868      0.3766     0.33762    0.016414
     -0.7744     0.38162     0.48543    0.017898
    -0.58479     0.49167    -0.18052   0.0061532
    -0.45707     0.61187    -0.11456   0.0049236
    -0.34131     0.36628     0.57281    0.010516
   -0.078352     0.38085      1.4787    0.020998
     0.18435     0.56694     0.35353   0.0093039
     0.28817     0.46042     0.47764   0.0090705
     0.28817     0.46042     0.47764   0.0090705
     0.18584     0.42385     0.91072    0.014981
     0.37784     0.64908    -0.07024   0.0058019
     0.52892     0.78962    -0.28004   0.0055699
     0.66348     0.87924     -0.2621     0.01077
     0.74911     0.87101    -0.20975    0.014202
     0.90006     0.70139    -0.33149   0.0072266
     0.63877     0.42457    0.034085    0.010487
     0.58063     0.30019      1.5098    0.028771
     0.56841      0.3163      1.1548    0.024708
     0.56841      0.3163      1.1548    0.024708
     0.56841      0.3163      1.1548    0.024708
     0.31554     0.54602     0.21014    0.008072
     0.50849     0.27162      2.0665    0.037541
     0.30569     0.23515      1.9809    0.037699
     0.30569     0.23515      1.9809    0.037699
     0.30569     0.23515      1.9809    0.037699
