#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              15.6003              15.6003                    0
           2              15.5512              15.5757             0.017376
           3              15.5952              15.5822            0.0127409
           4              15.6219              15.5921             0.012844
           5              15.5725              15.5882            0.0108611
           6              15.6041              15.5909           0.00936804
           7              15.7041               15.607             0.016994
           8              15.5773              15.6033            0.0152696
           9               15.597              15.6026            0.0135891
          10              15.5867               15.601            0.0123229
          11              15.5819              15.5993            0.0113252
          12              15.7122              15.6087            0.0137458
          13              15.6288              15.6102            0.0127751
          14              15.6226              15.6111             0.011893
          15              15.6194              15.6117            0.0111131
          16              15.5776              15.6095             0.010621
          17              15.6881              15.6142            0.0109566
          18              15.5953              15.6131            0.0103977
          19              15.6467              15.6149           0.00999981
          20              15.6431              15.6163           0.00959884
          21              15.5484              15.6131           0.00967172
          22              15.5511              15.6102           0.00963413
          23              15.7986              15.6184            0.0122106
          24                15.71              15.6223             0.012283
          25              15.5059              15.6176            0.0126433
          26              15.6473              15.6187            0.0122086
          27              15.7001              15.6218            0.0121226
          28               15.445              15.6154            0.0132321
          29              15.7247              15.6192            0.0133011
          30              15.6865              15.6214            0.0130453
