#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1             -0.60588             -0.60588                    0
           2            -0.605891            -0.605886           3.9598e-06
           3            -0.606522            -0.606098          0.000173117
           4            -0.606167            -0.606115           0.00013071
           5            -0.605292             -0.60595          0.000180579
           6            -0.606535            -0.606048          0.000174819
           7            -0.605974            -0.606037          0.000150166
           8            -0.606778             -0.60613          0.000157399
           9            -0.606826            -0.606207          0.000157754
          10            -0.606874            -0.606274          0.000155418
          11            -0.606349            -0.606281          0.000141438
          12            -0.605867            -0.606246          0.000133783
          13            -0.605201            -0.606166          0.000145669
          14             -0.60611            -0.606162          0.000135319
          15            -0.606191            -0.606164          0.000126312
          16            -0.606134            -0.606162          0.000118431
          17            -0.605715            -0.606136          0.000114342
          18             -0.60703            -0.606185          0.000118285
          19            -0.605609            -0.606155          0.000115886
          20            -0.605434            -0.606119          0.000115556
          21            -0.606118            -0.606119          0.000110054
          22            -0.606448            -0.606134          0.000106063
          23            -0.605383            -0.606101          0.000106354
          24            -0.605403            -0.606072          0.000105824
          25            -0.606595            -0.606093          0.000103639
          26            -0.605703            -0.606078          0.000100732
          27             -0.60564            -0.606062          9.82989e-05
          28            -0.606501            -0.606077          9.60304e-05
          29            -0.605901            -0.606071          9.29121e-05
          30             -0.60592            -0.606066           8.9952e-05
