     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.27321     0.63194     0.08387   0.0078589
     -0.1721      0.9305    -0.23948    0.005766
  -0.0020394     0.97079    -0.25103   0.0055215
    -0.06906     0.77253   -0.060059   0.0055868
     0.15598     0.65832     0.13256   0.0072171
     0.28404     0.88794    -0.23452    0.004822
     0.38855     0.86164    -0.24972   0.0057603
     0.63933     0.94271    -0.21018    0.012472
     0.58421     0.67282    -0.30955   0.0033684
     0.68388     0.45649    -0.13104   0.0069084
     0.40953     0.73596    -0.19147   0.0047921
     0.49489     0.92224    -0.26451   0.0079135
     0.35445     0.77321    -0.19057   0.0050655
      0.4107     0.53391    0.040843   0.0063222
      0.4107     0.53391    0.040843   0.0063222
      0.4107     0.53391    0.040843   0.0063222
     0.46149     0.77434    -0.25001   0.0045405
     0.73101     0.73267    -0.37477   0.0049998
     0.52219     0.94858     -0.2385    0.013175
      0.8133       1.119     0.54754    0.042512
     0.68123       1.166     0.35792    0.041549
     0.95128      1.1722      1.2591    0.062955
     0.85119      1.2871      1.4449    0.070278
     0.85119      1.2871      1.4449    0.070278
     0.85119      1.2871      1.4449    0.070278
     0.62071      1.3622      1.1622    0.061799
     0.62071      1.3622      1.1622    0.061799
     0.89136      1.1777      1.0324    0.044831
     0.65354      1.3413      1.2004    0.070171
     0.41172      1.4731      1.2773    0.082318
     0.41778      1.4028     0.96701    0.069929
     0.66828      1.2441     0.61862     0.04962
     0.57491      1.1692     0.16611     0.03007
     0.86646      1.0134     0.33301    0.034541
      1.1107     0.82347     0.48477    0.026062
     0.86834      1.1015     0.63225    0.044696
      1.0716      1.1399      1.7037    0.065762
     0.98325      1.2517      1.8613    0.077525
       1.087      1.1606       2.121    0.091991
     0.83126      1.4499      2.5137     0.10807
     0.83126      1.4499      2.5137     0.10807
     0.83126      1.4499      2.5137     0.10807
     0.69285       1.219     0.61192    0.040629
      0.4417      1.0018    -0.21109    0.011591
     0.47641     0.78425    -0.26463   0.0055377
     0.47641     0.78425    -0.26463   0.0055377
     0.39414     0.93829    -0.25396   0.0076881
     0.25363      1.0379    -0.24182   0.0082927
     0.33644      0.8853    -0.23958   0.0057781
     0.50129     0.88145    -0.27284   0.0057841
     0.30637      1.0834    -0.18362    0.013631
       0.122     0.95294     -0.2435   0.0072023
     0.20333     0.88787    -0.21457   0.0053189
    0.087242      1.1739    -0.10256     0.01786
    0.095536      1.2326   -0.024354    0.024533
    -0.10944       1.003    -0.23456   0.0095355
     -0.3207     0.94651    -0.25719   0.0071713
   -0.070664     0.94346     -0.2436   0.0040256
    0.042413     0.72342    0.033958   0.0072519
    -0.09718     0.80008    -0.10791   0.0053274
    -0.01904     0.80272    -0.10315   0.0057196
     0.17996     0.96604    -0.24071   0.0059347
     0.19703      1.1046    -0.19799     0.01137
     0.23043     0.86573    -0.21389   0.0049276
    0.028827     0.95232    -0.23958    0.006026
    0.054135        1.07    -0.22501    0.012807
    -0.10393      0.9042    -0.21629   0.0051354
    -0.17889      1.0766     -0.2203    0.011338
    -0.33294     0.86812    -0.23325    0.004708
    -0.30611     0.81554     -0.1911   0.0050669
    -0.37081       1.008    -0.21453    0.011996
    -0.14132      1.1955   -0.062333    0.021532
    0.028346      1.0989     -0.1993    0.013347
    -0.12815      1.1969    -0.07629    0.018297
   -0.065098      1.1737    -0.14155    0.015902
     0.10852     0.91938    -0.23367   0.0055757
      0.1564      1.0063    -0.23519   0.0077913
    0.030068     0.79208   -0.089774   0.0057765
    -0.19987     0.81539    -0.15395   0.0051176
    0.045051     0.72451    0.020509    0.006975
     0.30495     0.55539     0.21122   0.0071788
     0.30495     0.55539     0.21122   0.0071788
     0.30495     0.55539     0.21122   0.0071788
     0.47743     0.59769    -0.13872   0.0045839
      0.2161     0.86682    -0.20738   0.0058405
   -0.051619     0.60626     0.33573   0.0079505
    -0.21106     0.69217    0.026443   0.0067877
    -0.17628     0.60756     0.23161   0.0075648
    -0.17628     0.60756     0.23161   0.0075648
    -0.21407     0.62881     0.16042    0.006842
    -0.49871     0.59865    -0.17485   0.0051394
    -0.49871     0.59865    -0.17485   0.0051394
    -0.49871     0.59865    -0.17485   0.0051394
     -0.7953     0.66547    -0.43604   0.0029913
    -0.83967     0.42558    0.082348    0.012311
     -1.0643     0.60294    -0.15894   0.0068927
     -1.0202     0.61725    -0.23478   0.0076819
     -0.8895     0.62401    -0.41297   0.0037488
    -0.73606     0.80224    -0.30917   0.0097742
    -0.60639     0.72911    -0.32793   0.0039263
    -0.76986      1.0242     0.10875    0.026757
    -0.66772     0.83014    -0.28402   0.0088026
    -0.56228     0.69376    -0.30267   0.0036438
    -0.57059     0.65127    -0.29182   0.0038817
    -0.31835     0.79592     -0.1748    0.005332
    -0.41262     0.73878    -0.18589   0.0053758
    -0.34623     0.76631    -0.16898   0.0057839
    -0.47605      0.6498    -0.18363   0.0045529
    -0.37428     0.44163     0.28222   0.0087057
    -0.10326     0.60521     0.29782   0.0076848
   -0.059009     0.52852      0.5976    0.011215
    -0.35759     0.48731     0.23889   0.0081702
    -0.34934     0.48248     0.26253   0.0088373
    -0.34934     0.48248     0.26253   0.0088373
    -0.34934     0.48248     0.26253   0.0088373
    -0.40392     0.51475     0.10718   0.0067736
    -0.40392     0.51475     0.10718   0.0067736
    -0.27171     0.55727      0.2596   0.0080672
    -0.22359     0.77295    -0.10112   0.0051147
   -0.088074      1.0168    -0.24401   0.0075322
   0.0013292      1.2083   -0.073879    0.019168
    0.042078      1.0957    -0.21293    0.012531
     0.13024      1.2114   -0.034773    0.023849
     0.40566     0.95451    -0.24663     0.01171
     0.67929      1.1827     0.38836     0.02975
     0.38835      1.3068     0.39769    0.042252
     0.18842      1.1731   -0.068047    0.025751
      0.0183      1.3418     0.34638     0.03722
     0.18989      1.4916       1.251    0.083589
   -0.067507      1.3697     0.37532    0.038119
   -0.067507      1.3697     0.37532    0.038119
    -0.27344      1.1434    -0.13686    0.015821
    -0.31616     0.85591    -0.24259   0.0052087
    -0.28325     0.92408      -0.254   0.0048695
   -0.095832     0.68962     0.08705   0.0074211
     0.10536     0.93893    -0.23552   0.0057655
  -0.0026557     0.70328    0.062832   0.0073857
   -0.022299     0.92086    -0.23057   0.0045848
   -0.084539     0.76474   -0.058442   0.0064438
    -0.35577     0.47141     0.28573   0.0069936
    -0.48415     0.23784      3.3219    0.047272
    -0.65987     0.24287      3.3602    0.043835
    -0.47025     0.35292     0.46732    0.014367
    -0.34254     0.47312     0.31989   0.0079766
    -0.34254     0.47312     0.31989   0.0079766
   -0.079573     0.48769     0.74794    0.012536
     0.18313     0.67378    0.084504   0.0071475
     0.28695     0.56726     0.21171   0.0079072
     0.28695     0.56726     0.21171   0.0079072
     0.18462     0.53069     0.44539    0.010369
     0.37662     0.75592    -0.18846   0.0055868
     0.52769     0.89646    -0.25923    0.011051
     0.66226     0.98608    -0.11775    0.021166
     0.74789     0.97785   -0.016181    0.022562
     0.89884     0.80824     -0.1679    0.011865
     0.63755     0.53141    -0.30651   0.0045209
     0.57941     0.40703     0.12128    0.010218
     0.56719     0.42314    0.038581    0.009106
      0.7469     0.37161      0.5874    0.017089
       1.044     0.34168     0.85538    0.019707
     0.79111     0.57141    -0.43245   0.0028339
     0.98406     0.29701      1.4696    0.029305
     0.78126     0.26054      2.5429    0.042703
     0.78126     0.26054      2.5429    0.042703
     0.78126     0.26054      2.5429    0.042703
      1.0113      0.3801     0.48674     0.01404
     0.75907     0.65359    -0.43076   0.0030351
     0.74294     0.81347    -0.31158   0.0082354
     0.59967     0.92679    -0.22224    0.014878
     0.59967     0.92679    -0.22224    0.014878
     0.67751     0.82211    -0.29804   0.0084792
     0.91466       0.928     0.15521    0.025583
     0.91466       0.928     0.15521    0.025583
     0.76644     0.81363    -0.28183   0.0097029
     0.87397     0.97211     0.19099    0.026162
     0.87397     0.97211     0.19099    0.026162
     0.84179      1.0922     0.52955    0.037409
     0.95475      1.0762     0.86444     0.04816
     0.95475      1.0762     0.86444     0.04816
     0.76091      1.2927      1.1796     0.06416
     0.65867      1.2836     0.77334     0.04824
     0.39911      1.3281     0.47845    0.034057
     0.39911      1.3281     0.47845    0.034057
     0.52222      1.1814     0.15302    0.023996
     0.69603     0.98839   -0.050858    0.022279
     0.72692      1.2567      0.8535    0.051096
     0.44531      1.2509     0.28424    0.032592
     0.44531      1.2509     0.28424    0.032592
     0.52761      1.2095      0.3088    0.047228
     0.38158      1.3526     0.56956    0.041124
      0.1871      1.3513     0.40118    0.038204
     0.26884      1.5883      1.8057    0.094028
     0.26884      1.5883      1.8057    0.094028
     0.26884      1.5883      1.8057    0.094028
     0.47737      1.6424      2.8419     0.11178
      0.5453      1.5457      1.9485    0.095823
     0.28512      1.5866      2.1453     0.13399
     0.20841      1.4573     0.99032    0.052907
   -0.054882      1.4604     0.81319    0.048035
   -0.054882      1.4604     0.81319    0.048035
   -0.053493      1.6926      2.6689      0.1423
     0.12536       1.535      1.2998    0.089372
   -0.059138      1.4375     0.72508    0.049086
     0.10659      1.2324   0.0099485    0.021096
     0.12296      1.2999     0.13749    0.025742
     0.29334      1.2135     0.05039     0.02415
    0.057451      1.3978      0.5651    0.046355
    0.057451      1.3978      0.5651    0.046355
    0.057451      1.3978      0.5651    0.046355
    0.057451      1.3978      0.5651    0.046355
    0.057451      1.3978      0.5651    0.046355
    0.057451      1.3978      0.5651    0.046355
    0.090097      1.6173      1.7066    0.075359
    0.090097      1.6173      1.7066    0.075359
      0.1353      1.5394      1.3298     0.07238
     0.15002      1.3448     0.36825    0.041877
     0.15002      1.3448     0.36825    0.041877
     0.29303      1.0653    -0.19951    0.010567
     0.45665      1.0264    -0.19707    0.012757
       0.225     0.96576    -0.24823   0.0056158
     0.47663     0.72131     -0.2245   0.0048646
     0.75431     0.64161    -0.43185   0.0025184
     0.86914     0.46401    -0.11486   0.0079804
     0.86914     0.46401    -0.11486   0.0079804
      1.0424     0.55371    -0.17914   0.0042438
      1.0623     0.61219    -0.15765   0.0072477
     0.99857     0.34858     0.75421     0.01952
     0.99857     0.34858     0.75421     0.01952
     0.93116      0.2886      1.7024    0.032508
     0.93116      0.2886      1.7024    0.032508
      1.0738     0.58689    -0.13895   0.0064108
