#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1               457.08               457.08                    0
           2              459.616              458.348             0.896641
           3              454.474              457.056              1.21195
           4              473.139              461.077              3.59874
           5              486.133              466.088              5.32705
           6              472.991              467.239              4.56176
           7              487.748              470.169              4.75883
           8              472.471              470.456              4.17266
           9              464.307              469.773              3.76457
          10              465.341               469.33               3.4141
          11              472.378              469.607              3.11495
          12              465.379              469.255              2.87523
          13              473.432              469.576              2.67195
          14              474.476              469.926              2.50392
          15                483.7              470.844              2.49971
          16              481.108              471.486              2.42438
          17              498.169              473.055               2.7432
          18              457.955              472.216              2.71605
          19              478.395              472.542               2.5925
          20              455.621              471.696              2.59726
          21              474.799              471.843              2.47778
          22              453.789              471.023              2.49736
          23              472.145              471.072              2.38926
          24              473.884              471.189              2.29258
          25              494.414              472.118              2.38167
          26              483.197              472.544              2.32788
          27              482.954              472.929              2.27337
          28              478.289              473.121              2.20022
          29              480.581              473.378              2.13934
          30              473.028              473.366              2.06806
