#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.795348            -0.795348                    0
           2            -0.794082            -0.794715          0.000447457
           3            -0.793209            -0.794213          0.000507028
           4             -0.79345            -0.794022          0.000414574
           5             -0.79485            -0.794188          0.000363172
           6            -0.795046            -0.794331          0.000329582
           7            -0.793737            -0.794246           0.00029322
           8            -0.795059            -0.794348          0.000273622
           9            -0.794455             -0.79436          0.000243481
          10            -0.794412            -0.794365          0.000219189
          11             -0.79443            -0.794371          0.000199342
          12            -0.794213            -0.794358          0.000183164
          13            -0.793322            -0.794278          0.000185577
          14            -0.795632            -0.794375          0.000195911
          15            -0.795228            -0.794432          0.000190933
          16            -0.796065            -0.794534          0.000204474
          17            -0.795531            -0.794592          0.000200691
          18            -0.793554            -0.794535          0.000197663
          19            -0.793415            -0.794476          0.000195843
          20            -0.793156             -0.79441          0.000196853
          21            -0.793597            -0.794371          0.000191247
          22            -0.792944            -0.794306           0.00019324
          23            -0.793753            -0.794282           0.00018633
          24            -0.792495            -0.794208          0.000192868
          25            -0.795182            -0.794247          0.000189047
          26            -0.795763            -0.794305          0.000190563
          27             -0.79524             -0.79434          0.000186626
          28            -0.794394            -0.794341          0.000179971
          29            -0.795844            -0.794393          0.000181069
          30            -0.795081            -0.794416          0.000176478
