#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.3349              21.3349                    0
           2              21.4891               21.412            0.0545048
           3                21.82               21.548             0.116849
           4              21.2819              21.4815             0.104875
           5              21.7863              21.5424             0.100058
           6              21.3992              21.5186            0.0861812
           7               21.485              21.5138            0.0740031
           8              21.5521              21.5186            0.0649077
           9              21.8359              21.5538            0.0665848
          10              21.6899              21.5674            0.0613001
          11              21.5455              21.5654            0.0557599
          12               21.661              21.5734            0.0516794
          13              21.8249              21.5927            0.0511974
          14              21.8382              21.6103            0.0504522
          15               22.207              21.6501            0.0607823
          16              21.6365              21.6492            0.0569893
          17              21.8044              21.6583             0.054363
          18              21.2656              21.6365            0.0555493
          19              21.8157               21.646            0.0534205
          20              21.3139              21.6293            0.0532666
          21               21.639              21.6298            0.0507321
          22              21.2989              21.6148            0.0506068
          23              21.3207               21.602            0.0499955
          24              21.7443              21.6079            0.0482627
          25              21.5635              21.6061            0.0463649
          26              21.2703              21.5932            0.0463464
          27               21.564              21.5921            0.0446425
          28              21.7685              21.5984            0.0434903
          29              21.7451              21.6035            0.0422835
          30              21.6939              21.6065            0.0409814
