#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              9.75022              9.75022                    0
           2              8.04712              8.89867             0.602137
           3               10.135              9.31077             0.523791
           4              9.44932               9.3454             0.393987
           5              8.93096              9.26252             0.323792
           6              9.78456              9.34952             0.281274
           7              9.78052              9.41109             0.247739
           8               9.1536              9.37891             0.218853
           9              8.98276              9.33489             0.198913
          10              8.80544              9.28195             0.185934
          11               8.7007              9.22911              0.17638
          12              8.86318              9.19861             0.164296
          13              9.19978               9.1987             0.151658
          14              8.72842              9.16511             0.144498
          15              8.13178              9.09622             0.150392
          16              9.70034              9.13398             0.145655
          17              9.76794              9.17127             0.141781
          18              9.56458              9.19312             0.135577
          19              9.88014              9.22928             0.133176
          20              9.32448              9.23404             0.126602
          21              9.69136              9.25582             0.122432
          22              9.30108              9.25787             0.116884
          23              9.03656              9.24825             0.112198
          24               8.6513              9.22338             0.110246
          25               9.5552              9.23665             0.106632
          26              9.76108              9.25682             0.104421
          27              9.19416               9.2545             0.100579
          28              9.99774              9.28105             0.100429
          29               8.8657              9.26672            0.0979815
          30              8.80876              9.25146            0.0958973
