#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.651804            -0.651804                    0
           2             -0.64902            -0.650412          0.000984293
           3            -0.652684            -0.651169          0.000901644
           4            -0.652348            -0.651464          0.000722781
           5            -0.651416            -0.651454          0.000578288
           6            -0.649256            -0.651088          0.000586608
           7            -0.652908            -0.651348          0.000557456
           8            -0.650844            -0.651285          0.000491321
           9            -0.647208            -0.650832          0.000610853
          10            -0.649404            -0.650689          0.000566213
          11            -0.651268            -0.650742          0.000517178
          12            -0.650792            -0.650746          0.000474097
          13            -0.651696            -0.650819          0.000443224
          14             -0.64636            -0.650501          0.000513406
          15             -0.64946            -0.650431          0.000483843
          16            -0.653284             -0.65061          0.000485344
          17            -0.652484             -0.65072          0.000469153
          18            -0.650976            -0.650734          0.000443305
          19            -0.652148            -0.650808          0.000426174
          20            -0.648192            -0.650678           0.00042447
          21            -0.650184            -0.650654          0.000404907
          22            -0.650876            -0.650664          0.000386628
          23            -0.651372            -0.650695          0.000371041
          24            -0.648404              -0.6506          0.000367655
          25            -0.650508            -0.650596          0.000352967
          26            -0.651804            -0.650642          0.000342436
          27             -0.64874            -0.650572          0.000336923
          28            -0.651548            -0.650607          0.000326689
          29            -0.649736            -0.650577          0.000316801
          30             -0.65024            -0.650565          0.000306439
          31            -0.651076            -0.650582          0.000296996
          32             -0.65056            -0.650581          0.000287716
          33            -0.647012            -0.650473          0.000298636
          34            -0.646748            -0.650364          0.000309298
          35            -0.649636            -0.650343          0.000301158
          36            -0.650248             -0.65034          0.000292804
          37             -0.65236            -0.650395          0.000289935
          38            -0.650168            -0.650389          0.000282367
          39            -0.651344            -0.650413          0.000276187
          40            -0.651188            -0.650433          0.000269961
