#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              17.3894              17.3894                    0
           2              17.3842              17.3868           0.00184245
           3              16.9038              17.2258             0.131468
           4               17.232              17.2273            0.0986101
           5              17.4443              17.2707            0.0879192
           6              17.6962              17.3416            0.0977664
           7              16.8056              17.2651             0.109763
           8              17.8435              17.3374              0.11747
           9              17.3177              17.3352             0.104438
          10              17.1176              17.3134            0.0962351
          11               17.636              17.3428            0.0918465
          12              16.5654               17.278              0.10457
          13              17.3922              17.2868            0.0968949
          14              17.4928              17.3015            0.0910849
          15              17.4634              17.3123            0.0856494
          16              17.3076               17.312            0.0802969
          17              17.5252              17.3245            0.0765472
          18              17.1146              17.3129            0.0731774
          19               17.529              17.3242            0.0702048
          20              17.1054              17.3133            0.0675421
          21              17.6623              17.3299            0.0663393
          22              17.1766               17.323            0.0636889
          23              17.7229              17.3403            0.0632496
          24              16.9192              17.3228            0.0630017
          25              17.6513              17.3359            0.0618367
          26              17.7801               17.353            0.0617726
          27              16.9076              17.3365             0.061648
          28              17.2386               17.333            0.0595453
          29              16.6625              17.3099            0.0618185
          30              17.2035              17.3064            0.0598595
          31              17.2932              17.3059              0.05793
          32              17.5515              17.3136            0.0566257
          33              17.3633              17.3151            0.0549298
          34              17.4852              17.3201            0.0535415
          35              16.8771              17.3075             0.053487
          36              17.5997              17.3156            0.0526138
          37              17.2941               17.315             0.051195
          38              17.7639              17.3268            0.0511924
          39              17.4949              17.3311            0.0500608
          40              17.2298              17.3286            0.0488734
