#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1                178.6                178.6                    0
           2              185.911              182.255              2.58479
           3              187.467              183.992              2.23188
           4              181.372              183.337              1.76743
           5              182.804              183.231              1.41716
           6              183.337              183.248              1.18108
           7               194.55              184.863              1.80534
           8              189.309              185.419              1.66302
           9              180.695              184.894              1.55885
          10              174.383              183.843              1.72124
          11              179.158              183.417               1.6166
          12              182.466              183.338              1.48382
          13              172.833               182.53              1.57441
          14              182.254               182.51              1.46208
          15               183.71               182.59              1.36679
          16              188.729              182.974              1.33414
          17              194.381              183.645              1.41438
          18              184.625              183.699              1.33685
          19               175.22              183.253              1.33891
          20              177.062              182.943              1.30725
          21              179.715               182.79              1.25401
          22              188.431              183.046              1.22295
          23              185.094              183.135              1.17301
          24              170.683              182.616              1.23356
          25              177.837              182.425              1.19894
          26              191.893              182.789              1.20686
          27              180.458              182.703              1.16525
          28              187.958               182.89              1.13865
          29              169.661              182.434              1.18726
          30              182.856              182.448              1.14777
          31              188.198              182.634              1.12563
          32              185.585              182.726              1.09423
          33              171.143              182.375              1.11595
          34              182.141              182.368              1.08314
          35              190.709              182.606               1.0781
          36               183.87              182.642              1.04872
          37              184.998              182.705              1.02231
          38              175.645              182.519              1.01215
          39              182.414              182.517               0.9862
          40              183.587              182.544             0.961907
