#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.679732            -0.679732                    0
           2            -0.677144            -0.678438          0.000914996
           3            -0.678124            -0.678333          0.000615955
           4            -0.679284            -0.678571          0.000505744
           5            -0.678888            -0.678634           0.00040855
           6            -0.679336            -0.678751            0.0003568
           7            -0.679964            -0.678925          0.000345333
           8            -0.679344            -0.678977          0.000306121
           9            -0.676808            -0.678736            0.0003545
          10             -0.68054            -0.678916          0.000362053
          11            -0.680032            -0.679018           0.00034305
          12            -0.677576            -0.678898          0.000334843
          13            -0.681512            -0.679099          0.000364507
          14            -0.675292            -0.678827          0.000428039
          15             -0.67906            -0.678842          0.000399785
          16            -0.679148            -0.678862          0.000375255
          17            -0.679404            -0.678893          0.000354535
          18            -0.678068            -0.678848          0.000337791
          19            -0.679508            -0.678882          0.000321796
          20            -0.677232              -0.6788          0.000316109
          21            -0.679792            -0.678847          0.000304567
          22            -0.679944            -0.678897          0.000294776
          23            -0.675624            -0.678755          0.000314436
          24             -0.67858            -0.678747          0.000301419
          25            -0.682312             -0.67889          0.000321323
          26            -0.678324            -0.678868            0.0003097
          27            -0.678744            -0.678864          0.000298264
          28            -0.681136            -0.678945          0.000298449
          29            -0.676128            -0.678848          0.000303552
          30             -0.67724            -0.678794          0.000298126
          31            -0.679216            -0.678808          0.000288819
          32            -0.680236            -0.678852          0.000283222
          33            -0.675028            -0.678736          0.000297405
          34            -0.677404            -0.678697          0.000291228
          35            -0.678376            -0.678688          0.000283052
          36             -0.67588             -0.67861          0.000285734
          37             -0.67786             -0.67859           0.00027873
          38            -0.678588             -0.67859          0.000271395
          39             -0.67796            -0.678574          0.000264916
          40            -0.678188            -0.678564          0.000258468
