#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               4.3322               4.3322                    0
           2                4.768               4.5501             0.154079
           3               3.7355              4.27857             0.244346
           4               3.3845              4.05505             0.266559
           5                3.515              3.94704              0.23411
           6                3.938              3.94553             0.195096
           7               4.1553               3.9755             0.169511
           8                4.756              4.07306              0.17415
           9               3.2854              3.98554             0.175418
          10               3.9641               3.9834             0.157889
          11               3.2553              3.91721             0.156797
          12               4.7685              3.98815             0.158971
          13               4.0278               3.9912             0.146772
          14               4.1521              4.00269             0.136737
          15               3.7316              3.98462              0.12881
          16               4.9005              4.04186             0.132871
          17               4.5627               4.0725             0.128539
          18               4.2226              4.08084             0.121668
          19               4.0795              4.08077             0.115265
          20               4.4219              4.09783             0.110756
          21               4.3671              4.11065             0.106222
          22               4.5296              4.12969             0.103086
          23               3.8896              4.11925            0.0991315
          24               4.3928              4.13065             0.095654
          25               4.8563              4.15968            0.0961309
          26               4.3569              4.16726            0.0927324
          27               4.0311              4.16222            0.0894349
          28               4.0421              4.15793            0.0863436
          29               4.8243              4.18091            0.0863697
          30               4.4975              4.19146             0.084133
          31               4.4992              4.20139            0.0820026
          32               4.8971              4.22313            0.0822716
          33               3.6748              4.20651            0.0814391
          34               4.4181              4.21274            0.0792813
          35               4.7045              4.22679            0.0782512
          36               4.3555              4.23036            0.0761592
          37               4.3707              4.23415            0.0741953
          38               3.6039              4.21757            0.0740733
          39                4.454              4.22363            0.0724217
          40               3.3484              4.20175            0.0738426
