#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              13.7945              13.7945                    0
           2              13.4397              13.6171             0.125436
           3              13.6119              13.6153            0.0836361
           4               13.397              13.5608            0.0785431
           5              13.2575              13.5001            0.0830079
           6              13.3419              13.4738            0.0732426
           7              13.4797              13.4746            0.0627843
           8              13.6919              13.5018            0.0605261
           9              13.6799              13.5216             0.056946
          10              13.4798              13.5174            0.0514043
          11              13.3439              13.5016            0.0490898
          12              13.4749              13.4994            0.0450494
          13              13.3769                13.49            0.0425581
          14              13.3608              13.4807            0.0405057
          15               13.399              13.4753            0.0381697
          16              13.4754              13.4753            0.0357841
          17              13.3184              13.4661            0.0348491
          18              13.3977              13.4623            0.0331193
          19              13.2715              13.4522             0.032863
          20              13.3215              13.4457            0.0318628
          21              13.6741              13.4566            0.0321484
          22              13.4205              13.4549             0.030729
          23              13.4612              13.4552            0.0293942
          24              13.3282              13.4499            0.0286418
          25              13.4103              13.4483            0.0275399
          26              13.6809              13.4573            0.0278959
          27              13.5404              13.4604             0.027032
          28              13.4487              13.4599            0.0260698
          29              13.2767              13.4536            0.0259256
          30              13.5026              13.4553            0.0251128
          31              13.3923              13.4532            0.0243847
          32              13.2428              13.4466            0.0244934
          33              13.2774              13.4415            0.0242824
          34              13.4172              13.4408            0.0235788
          35              13.3515              13.4383            0.0230427
          36               13.435              13.4382            0.0224028
          37               13.443              13.4383            0.0217977
          38              13.3063              13.4348             0.021499
          39              13.5292              13.4372            0.0210836
          40              13.4419              13.4374            0.0205568
