#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               1.8604               1.8604                    0
           2               2.0134               1.9369            0.0540937
           3               2.6657              2.17983             0.201606
           4               2.4679              2.25185             0.163562
           5               2.0319              2.20786             0.136637
           6               1.7721              2.13523              0.13176
           7                2.006              2.11677             0.114223
           8               2.4227              2.15501             0.106154
           9               2.5879              2.20311              0.10469
          10                1.727               2.1555             0.104488
          11               2.6348              2.19907             0.103677
          12               2.2505              2.20336            0.0951258
          13                2.261              2.20779            0.0879117
          14               2.1678              2.20494            0.0816787
          15               1.8336              2.18018             0.079897
          16               1.6105              2.14458            0.0824561
          17               1.2885              2.09422            0.0917025
          18               2.6705              2.12623            0.0920271
          19               2.5488              2.14847            0.0898308
          20               2.1801              2.15006            0.0853532
          21               1.1267              2.10132             0.094178
          22               2.8533               2.1355            0.0958996
          23               1.6453              2.11419            0.0940686
          24               2.1545              2.11587            0.0901641
          25                2.208              2.11956            0.0866328
          26               1.2654               2.0867            0.0893128
          27               2.5898              2.10534            0.0879271
          28               1.9353              2.09926            0.0849963
          29               1.9144              2.09289            0.0823041
          30               2.1774              2.09571            0.0796088
          31               2.3294              2.10325            0.0773969
          32               1.6702              2.08971            0.0761521
          33               2.0273              2.08782             0.073868
          34                2.053               2.0868            0.0717025
          35               2.7365              2.10536            0.0720166
          36               1.9918              2.10221            0.0700852
          37               1.7817              2.09354            0.0687243
          38               2.4159              2.10203            0.0674373
          39               3.0201              2.12557            0.0696957
          40               2.8357              2.14332             0.070178
