#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              108.356              108.356                    0
           2              107.083               107.72             0.450228
           3              107.236              107.559             0.327701
           4              108.296              107.743             0.293088
           5              110.468              108.288             0.540978
           6              106.854              108.049             0.500807
           7              111.679              108.568             0.644021
           8              107.057              108.379             0.590557
           9               108.48               108.39             0.525048
          10              108.004              108.351             0.473959
          11              106.521              108.185             0.459164
          12              108.328              108.197             0.421055
          13              103.757              107.855             0.508655
          14              105.392              107.679              0.50183
          15              108.184              107.713             0.469499
          16                105.6              107.581              0.45835
          17              108.077               107.61             0.432315
          18              107.619              107.611             0.408297
          19              104.975              107.472             0.409699
          20              106.874              107.442             0.390302
          21              106.015              107.374             0.377587
          22              110.078              107.497             0.379905
          23              109.842              107.599             0.376822
          24              107.789              107.607             0.361205
          25              109.245              107.672             0.352651
          26              111.199              107.808             0.364235
          27              108.992              107.852             0.353377
          28              112.416              108.015              0.37648
          29              104.951              107.909             0.378034
          30               104.94               107.81             0.378164
          31              107.945              107.815              0.36599
          32              106.678              107.779             0.356272
          33              104.896              107.692             0.356027
          34              108.831              107.725             0.347129
          35              111.485              107.833             0.353443
          36              112.367              107.959             0.365375
          37              109.725              108.006             0.358607
          38              103.838              107.897             0.365565
          39              108.392              107.909             0.356413
          40               111.29              107.994              0.35738
