#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.5848              21.5848                    0
           2              21.9585              21.7716              0.13211
           3              21.8985              21.8139            0.0946002
           4              21.4245              21.7166             0.110202
           5              21.7759              21.7284            0.0887992
           6              21.9289              21.7618            0.0800359
           7              21.7357              21.7581            0.0686893
           8              21.7765              21.7604            0.0601415
           9              21.6817              21.7517            0.0540904
          10              21.2601              21.7025            0.0674139
          11              21.5975               21.693            0.0619581
          12              21.7194              21.6952             0.056834
          13              21.6714              21.6933            0.0524916
          14              21.0088              21.6444            0.0677927
          15              21.0475              21.6046             0.074037
          16              21.3536              21.5889            0.0710522
          17               21.696              21.5952            0.0671513
          18              21.3259              21.5803            0.0650671
          19              21.4392              21.5729            0.0620649
          20              22.1605              21.6022            0.0655487
          21              21.6028              21.6023            0.0624273
          22              22.0793              21.6239            0.0632431
          23              21.8342              21.6331            0.0611502
          24              21.9941              21.6481             0.060424
          25              21.1336              21.6275            0.0614121
          26              21.9409              21.6396             0.060221
          27              21.6869              21.6414            0.0580161
          28              21.3657              21.6315            0.0567732
          29              21.6879              21.6335            0.0548488
          30               22.149              21.6506            0.0556473
