#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              1282.78              1282.78                    0
           2              1324.94              1303.86              14.9082
           3              1294.08               1300.6              10.2894
           4              1305.05              1301.71              7.77702
           5              1313.04              1303.98              6.54313
           6              1286.86              1301.12              6.04283
           7              1311.86              1302.66              5.37072
           8              1293.42               1301.5              4.82183
           9              1288.85               1300.1              4.48621
          10              1296.84              1299.77              4.04936
          11              1306.52              1300.39              3.72743
          12              1283.68              1298.99              3.66767
          13              1315.46              1300.26              3.59773
          14              1221.62              1294.64              6.36057
          15                 1314              1295.93              6.06602
          16              1244.83              1292.74              6.47346
          17               1275.4              1291.72              6.17245
          18              1244.16              1289.08              6.36989
          19              1270.47               1288.1               6.1095
          20              1341.71              1290.78              6.36507
          21              1348.66              1293.54               6.6319
          22              1305.31              1294.07              6.35202
          23              1270.46              1293.04              6.15825
          24              1318.41               1294.1               5.9917
          25              1228.05              1291.46              6.30765
          26               1252.2              1289.95              6.24314
          27              1313.26              1290.81              6.07134
          28              1277.53              1290.34              5.87302
          29               1255.4              1289.13              5.79277
          30              1305.49              1289.68              5.62528
