#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.895704            -0.895704                    0
           2            -0.896906            -0.896305          0.000425113
           3              -0.8953             -0.89597          0.000393912
           4            -0.896488              -0.8961          0.000315994
           5            -0.896038            -0.896087          0.000253039
           6            -0.895613            -0.896008          0.000222877
           7            -0.896114            -0.896023          0.000191553
           8            -0.894961             -0.89589          0.000208632
           9            -0.895886             -0.89589          0.000185452
          10            -0.895542            -0.895855          0.000170147
          11            -0.896634            -0.895926          0.000168784
          12            -0.895587            -0.895898          0.000157062
          13            -0.896458            -0.895941          0.000150769
          14            -0.894078            -0.895808          0.000189823
          15            -0.897901            -0.895947          0.000222622
          16            -0.894158            -0.895835          0.000235136
          17            -0.894405            -0.895751          0.000235884
          18            -0.894723            -0.895694           0.00022959
          19            -0.894846             -0.89565          0.000221808
          20            -0.896579            -0.895696          0.000215533
          21            -0.898058            -0.895808          0.000232784
          22            -0.895226            -0.895782          0.000223705
          23            -0.895678            -0.895777          0.000214025
          24            -0.895511            -0.895766          0.000205395
          25            -0.893598             -0.89568          0.000214719
          26            -0.893909            -0.895612          0.000216994
          27            -0.896202            -0.895633          0.000210055
          28            -0.895212            -0.895618          0.000203091
          29            -0.892975            -0.895527          0.000215571
          30            -0.895536            -0.895527          0.000208386
