#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1             -0.73944             -0.73944                    0
           2            -0.738564            -0.739002          0.000309713
           3            -0.740748            -0.739584           0.00051812
           4            -0.741112            -0.739966          0.000510338
           5             -0.74066            -0.740105          0.000426728
           6            -0.739212            -0.739956          0.000380667
           7            -0.741028            -0.740109           0.00035576
           8            -0.737124            -0.739736          0.000467688
           9            -0.738204            -0.739566          0.000445625
          10            -0.740724            -0.739682          0.000415842
          11            -0.739144            -0.739633          0.000380899
          12            -0.741456            -0.739785           0.00037825
          13            -0.741008            -0.739879          0.000360669
          14            -0.736856            -0.739663          0.000394273
          15            -0.740328            -0.739707          0.000370473
          16            -0.741152            -0.739798          0.000358154
          17            -0.738772            -0.739737          0.000342129
          18            -0.737976            -0.739639          0.000336822
          19            -0.741188            -0.739721          0.000328809
          20            -0.740968            -0.739783          0.000318227
          21            -0.741924            -0.739885          0.000318984
          22            -0.743728             -0.74006          0.000349049
          23            -0.737556            -0.739951          0.000350438
          24            -0.737756             -0.73986          0.000347566
          25            -0.743012            -0.739986          0.000355804
          26            -0.742212            -0.740071          0.000352273
          27            -0.738676             -0.74002          0.000342995
          28            -0.741472            -0.740071          0.000334644
          29            -0.738928            -0.740032           0.00032542
          30            -0.739212            -0.740005          0.000315718
          31             -0.74018             -0.74001          0.000305584
          32            -0.740856            -0.740037          0.000297175
          33            -0.740976            -0.740065           0.00028953
          34            -0.739996            -0.740063          0.000281021
          35            -0.739752            -0.740054          0.000273133
          36            -0.737948            -0.739996           0.00027174
          37             -0.74042            -0.740007          0.000264637
          38            -0.741804            -0.740055          0.000261863
          39             -0.73892            -0.740025           0.00025676
          40            -0.739068            -0.740002          0.000251454
