#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              323.324              323.324                    0
           2              317.601              320.463              2.02332
           3              313.184              318.036               2.3966
           4              326.295              320.101              2.53533
           5              315.316              319.144              2.20147
           6              315.989              318.618              1.89632
           7              325.736              319.635              1.87837
           8              329.276               320.84              1.99299
           9              321.157              320.875              1.77186
          10              347.777              323.566              3.00937
          11              319.453              323.192              2.75891
          12              327.108              323.518              2.54823
          13              318.478               323.13              2.38152
          14              304.895              321.828              2.54277
          15              318.833              321.628              2.38108
          16              332.392              322.301              2.32535
          17               312.66              321.734              2.25665
          18              314.769              321.347              2.16421
          19               312.14              320.862              2.10385
          20              346.172              322.128              2.34862
          21              337.996              322.883               2.3552
          22              323.584              322.915              2.24836
          23              320.343              322.803              2.15339
          24              311.407              322.329              2.11537
          25              311.567              321.898              2.07409
          26              329.418              322.187              2.01438
          27              308.292              321.673              2.00444
          28              330.623              321.992              1.95818
          29              330.726              322.293              1.91367
          30              306.487              321.767              1.92105
          31               320.74              321.733              1.85936
          32              315.756              321.547              1.81061
          33              327.741              321.734              1.76545
          34              324.543              321.817              1.71546
          35              311.303              321.517              1.69254
          36              315.501              321.349              1.65376
          37                  310              321.043              1.63726
          38              315.053              320.885              1.60174
          39               300.05              320.351              1.64736
          40              321.756              320.386              1.60655
