#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               6.3747               6.3747                    0
           2               7.2241               6.7994             0.300308
           3               5.0893              6.22937             0.506663
           4               5.2579               5.9865             0.434323
           5                6.802               6.1496              0.37684
           6               6.3064              6.17573             0.314938
           7               5.4678               6.0746             0.285724
           8               6.4299              6.11901             0.253437
           9               6.4745              6.15851             0.228334
          10               5.8982              6.13248             0.206979
          11               5.6837              6.09168             0.192142
          12               6.0514              6.08833             0.176159
          13               6.1983              6.09678             0.162812
          14               6.6717              6.13785             0.156275
          15               5.9849              6.12765             0.146189
          16               6.1217              6.12728             0.137053
          17               6.1344               6.1277             0.128992
          18                6.891              6.17011             0.128607
          19               5.4063              6.12991             0.127967
          20               5.3885              6.09284             0.126824
          21                5.727              6.07541             0.121976
          22               6.3186              6.08647             0.116931
          23               6.3847              6.09943             0.112564
          24               5.7725              6.08581             0.108695
          25               5.5677              6.06509             0.106304
          26               6.7921              6.09305             0.105829
          27               6.2506              6.09889             0.102071
          28               6.2129              6.10296            0.0985064
          29               6.2931              6.10951            0.0953276
          30                6.978              6.13846            0.0964457
          31                6.177              6.13971            0.0933425
          32               7.5071              6.18244             0.099728
          33               6.9552              6.20585            0.0994172
          34               6.4278              6.21238            0.0967072
          35               6.5652              6.22246            0.0944681
          36               6.1222              6.21968             0.091885
          37               5.9602              6.21266            0.0896688
          38               6.5575              6.22174            0.0877671
          39               6.5113              6.22916            0.0858301
          40               5.2161              6.20384            0.0873412
