#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              20.9041              20.9041                    0
           2              20.2355              20.5698             0.236367
           3              20.2873              20.4756             0.175336
           4                20.38              20.4517             0.133122
           5              20.6248              20.4863             0.110905
           6              20.1817              20.4356             0.103388
           7              20.4818              20.4422            0.0888291
           8              20.3082              20.4254            0.0792893
           9               20.999              20.4892            0.0926122
          10              20.3285              20.4731            0.0847323
          11               20.566              20.4815            0.0774489
          12              20.8928              20.5158            0.0782106
          13              19.7978              20.4606            0.0895967
          14              20.9005               20.492            0.0885368
          15              20.3017              20.4793            0.0835386
          16              20.9206              20.5069            0.0827445
          17              20.3595              20.4982            0.0783299
          18              20.8385              20.5171            0.0762254
          19              20.2875               20.505             0.073165
          20               21.585               20.559            0.0871836
          21              20.0918              20.5368            0.0858245
          22              20.2583              20.5241            0.0828518
          23              20.8086              20.5365            0.0801677
          24              20.3927              20.5305            0.0770509
          25              20.4753              20.5283            0.0740005
          26               20.258              20.5179            0.0718807
          27              20.7257              20.5256            0.0696294
          28              20.4826              20.5241            0.0671596
          29              20.9239              20.5379            0.0662435
          30              20.5962              20.5398            0.0640639
          31              21.1802              20.5605            0.0652427
          32              20.0967               20.546            0.0647937
          33              20.5315              20.5455            0.0628318
          34              20.0705              20.5316            0.0625177
          35              20.0808              20.5187            0.0620435
          36              20.3628              20.5143             0.060471
          37              20.3351              20.5095            0.0590304
          38              19.9029              20.4935            0.0595963
          39              20.1202               20.484            0.0588319
          40               20.818              20.4923            0.0579507
