#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1               1.8501               1.8501                    0
           2               1.8779                1.864           0.00982878
           3              1.69746              1.80849            0.0457976
           4              1.64668              1.76803            0.0490617
           5              1.64886               1.7442            0.0446654
           6              1.89094              1.76866            0.0434034
           7               1.9235              1.79078            0.0424673
           8              2.00046              1.81699            0.0445185
           9              1.71914              1.80612            0.0408779
          10               1.7519              1.80069            0.0371479
          11              1.84288              1.80453            0.0339682
          12              1.55906              1.78407            0.0367847
          13              1.81594              1.78652            0.0340367
          14              2.01288              1.80269             0.035237
          15              1.55952              1.78648            0.0364267
          16              1.72446               1.7826            0.0343557
          17               2.0162              1.79635            0.0349749
          18              1.79754              1.79641            0.0330319
          19              1.90774              1.80227            0.0318088
          20              1.81892               1.8031            0.0302293
          21              1.88564              1.80703            0.0290441
          22               1.8613               1.8095            0.0278285
          23              1.78784              1.80856            0.0266345
          24               1.8245              1.80922             0.025533
          25              1.96868               1.8156            0.0252958
          26               1.9448              1.82057            0.0248062
          27              1.68236              1.81545            0.0244099
          28              2.01966              1.82275            0.0246035
          29               1.7767              1.82116            0.0238063
          30               1.7393              1.81843            0.0231686
