#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              89.7237              89.7237                    0
           2              91.1228              90.4233             0.494649
           3              91.7889              90.8785             0.496883
           4              92.0844                91.18             0.455026
           5              91.0977              91.1635             0.364318
           6              92.4884              91.3843             0.364427
           7              92.2041              91.5014             0.330646
           8              93.5184              91.7536             0.373258
           9              92.7343              91.8625             0.347329
          10              90.3389              91.7102             0.344399
          11              93.2006              91.8457             0.338697
          12              91.7947              91.8414             0.310499
          13              90.8835              91.7677             0.295228
          14              91.9359              91.7797             0.274385
          15              93.5428              91.8973             0.280139
          16               89.712              91.7607             0.294046
          17              90.6032              91.6926             0.284523
          18              92.0896              91.7147             0.269569
          19              91.3171              91.6937             0.256192
          20              91.2634              91.6722             0.244285
          21              92.0323              91.6894             0.233253
          22              91.4243              91.6773             0.222962
          23              92.0515              91.6936             0.213861
          24              90.5216              91.6448             0.210452
          25              92.2882              91.6705             0.203601
          26              92.4268              91.6996             0.197837
          27              91.6083              91.6962             0.190539
          28               92.516              91.7255              0.18597
          29              92.4883              91.7518             0.181408
          30              92.4534              91.7752             0.176862
