#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.520614            -0.520614                    0
           2            -0.521072            -0.520843          0.000161786
           3            -0.521404             -0.52103          0.000186894
           4            -0.520873            -0.520991           0.00014425
           5            -0.520779            -0.520948          0.000121449
           6             -0.52125            -0.520999          0.000111144
           7            -0.520661            -0.520951          0.000105234
           8            -0.521068            -0.520965          9.30988e-05
           9            -0.521414            -0.521015          9.51564e-05
          10            -0.520759            -0.520989          8.90132e-05
          11            -0.521804            -0.521063          0.000107393
          12            -0.521963            -0.521138          0.000121836
          13            -0.519364            -0.521002          0.000172762
          14             -0.52135            -0.521027          0.000162204
          15            -0.521756            -0.521075          0.000158507
          16            -0.521283            -0.521088          0.000149131
          17            -0.521359            -0.521104          0.000141207
          18            -0.522536            -0.521184          0.000154142
          19            -0.521054            -0.521177           0.00014618
          20            -0.520858            -0.521161          0.000139736
          21            -0.520863            -0.521147          0.000133801
          22            -0.521701            -0.521172          0.000130066
          23            -0.520655             -0.52115          0.000126338
          24            -0.520002            -0.521102          0.000129803
          25            -0.522723            -0.521167          0.000139877
          26            -0.520999             -0.52116          0.000134645
          27            -0.521304            -0.521166          0.000129763
          28            -0.522113            -0.521199          0.000129463
          29            -0.521201            -0.521199          0.000124999
          30            -0.520738            -0.521184          0.000121774
