     MU:      SIGMA:     E_MEASURED:    ERROR:
    -0.83148     0.66111    -0.42833   0.0039643
    -0.73037     0.95967   -0.087392    0.017506
    -0.56031     0.99996    -0.17417    0.014264
    -0.62733      0.8017    -0.31851   0.0065559
    -0.40229     0.68748    -0.12336   0.0048482
    -0.27423      0.9171    -0.24292   0.0046527
    -0.16972     0.89081     -0.2219   0.0051195
    0.081058     0.97188    -0.25483    0.006618
    0.081058     0.97188    -0.25483    0.006618
     0.18073     0.75555   -0.071329   0.0062713
    -0.09362       1.035    -0.24472    0.010691
  -0.0082636      1.2213   -0.082562    0.018599
     -0.1487      1.0723    -0.22714    0.011856
   -0.092451     0.83297    -0.15543   0.0055914
    -0.30103     0.71925   -0.081966   0.0059752
    -0.30103     0.71925   -0.081966   0.0059752
    -0.25025     0.95968    -0.25675   0.0074664
    0.019272     0.91801    -0.23124   0.0051011
    -0.18954      1.1339    -0.16669    0.017012
    -0.18954      1.1339    -0.16669    0.017012
    -0.18954      1.1339    -0.16669    0.017012
    0.080502      1.1401    -0.16962    0.016845
   -0.019589       1.255    0.076971    0.030628
     0.18911      1.3693     0.45071    0.037178
     0.18911      1.3693     0.45071    0.037178
     0.18911      1.3693     0.45071    0.037178
     0.18911      1.3693     0.45071    0.037178
     0.45976      1.1848    0.066942    0.021327
     0.22193      1.3483     0.48021    0.046792
   -0.019888      1.4801     0.97468    0.065848
   -0.013824      1.4098     0.68757    0.054942
     0.23667      1.2512     0.13673    0.039318
      0.1433      1.1762    -0.11358    0.018874
     0.43485      1.0205    -0.20594    0.014343
     0.67905     0.83054    -0.29221   0.0086912
     0.43673      1.1086   -0.083075    0.019633
     0.64002       1.147      0.2559    0.032049
     0.55164      1.2588      0.4661    0.038691
     0.65539      1.1677       0.384    0.044919
     0.65539      1.1677       0.384    0.044919
     0.65539      1.1677       0.384    0.044919
     0.65539      1.1677       0.384    0.044919
     0.51698     0.93677    -0.24437   0.0079014
     0.26583     0.71962   -0.056527   0.0062087
     0.30054     0.50203     0.33738   0.0091798
     0.30054     0.50203     0.33738   0.0091798
     0.21827     0.65607     0.09172   0.0067207
     0.07776      0.7557   -0.033753   0.0062584
     0.16057     0.60308     0.26972   0.0075374
     0.32542     0.59923    0.083963   0.0067116
      0.1305     0.80121     -0.1164   0.0060473
   -0.053875     0.67072     0.14478   0.0082038
    0.027461     0.60565     0.31892   0.0090815
   -0.088628     0.89165    -0.21181   0.0054229
   -0.080335     0.95038    -0.24368    0.006056
    -0.28531     0.72074   -0.071301   0.0061213
    -0.49657      0.6643    -0.21972   0.0042749
    -0.49657      0.6643    -0.21972   0.0042749
    -0.49657      0.6643    -0.21972   0.0042749
    -0.63616     0.74096     -0.3425   0.0043537
    -0.55802      0.7436    -0.29937   0.0038367
    -0.35902     0.90692    -0.24885   0.0059366
    -0.34195      1.0455    -0.21875     0.01021
