#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              1591.29              1591.29                    0
           2              1572.79              1582.04              6.53927
           3              1636.07              1600.05              15.3367
           4              1619.48              1604.91              12.2476
           5              1663.84              1616.69              14.3928
           6              1543.17              1604.44              16.4009
           7              1573.82              1600.06              14.6294
           8              1697.77              1612.28              17.1577
           9              1664.59              1618.09              16.2058
          10              1678.13              1624.09               15.658
          11              1572.31              1619.39              14.9255
          12                 1650              1621.94              13.8981
          13              1463.26              1609.73              17.3814
          14              1593.17              1608.55              16.1801
          15               1557.2              1605.13              15.4594
          16              1601.69              1604.91              14.4946
          17              1655.96              1607.91              13.9495
          18              1646.35              1610.05               13.337
          19              1604.15              1609.74              12.6387
          20              1574.54              1607.98              12.1286
          21              1633.55               1609.2               11.612
          22               1707.4              1613.66              11.9114
          23              1572.28              1611.86              11.5285
          24              1451.83              1605.19              12.8323
          25              1614.35              1605.56              12.3243
          26              1642.19              1606.97              11.9305
          27              1659.92              1608.93              11.6487
          28               1567.5              1607.45              11.3263
          29              1548.64              1605.42              11.1158
          30              1557.56              1603.83              10.8591
