#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              85.8914              85.8914                    0
           2              87.0206               86.456             0.399229
           3              87.7866              86.8995             0.449438
           4              87.7552              87.1134             0.384633
           5              86.9983              87.0904             0.308394
           6              88.1872              87.2732             0.306416
           7              87.7279              87.3382              0.26944
           8              89.5986              87.6207             0.354176
           9              88.2179              87.6871             0.320978
          10              86.7207              87.5904              0.30308
          11              89.0897              87.7267             0.304637
          12               87.143              87.6781             0.283108
          13              86.9877               87.625             0.266264
          14              88.0933              87.6584             0.249337
          15              88.8283              87.7364             0.244609
          16               85.771              87.6136             0.258329
          17              86.6934              87.5595              0.24874
          18              87.9097              87.5789             0.235681
          19              87.2084              87.5594             0.224082
          20               87.323              87.5476             0.213189
          21              87.8764              87.5632             0.203612
          22               86.995              87.5374             0.195988
          23              87.5271               87.537             0.187467
          24              85.9021              87.4688             0.191634
          25              88.0539              87.4923             0.185392
          26              87.5869              87.4959             0.178297
          27              87.2262              87.4859             0.171973
          28              88.1226              87.5086             0.167328
          29              88.5298              87.5439             0.165221
          30              88.1723              87.5648             0.161036
