#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.511361            -0.511361                    0
           2            -0.511746            -0.511553          0.000136047
           3            -0.512243            -0.511783          0.000208549
           4            -0.511431            -0.511695          0.000173991
           5            -0.511842            -0.511725          0.000141661
           6            -0.512231            -0.511809          0.000140982
           7            -0.511267            -0.511732          0.000140495
           8            -0.511872            -0.511749          0.000124024
           9            -0.512093            -0.511787          0.000115971
          10            -0.511809             -0.51179          0.000104393
          11            -0.512382            -0.511843          0.000107891
          12            -0.512522              -0.5119          0.000112767
          13             -0.51024            -0.511772          0.000160889
          14            -0.512374            -0.511815          0.000155025
          15            -0.512355            -0.511851          0.000148811
          16            -0.511978            -0.511859          0.000139722
          17            -0.511854            -0.511859          0.000131504
          18            -0.513099            -0.511928          0.000141103
          19            -0.512002            -0.511932           0.00013373
          20            -0.511652            -0.511918          0.000127772
          21            -0.511664            -0.511906          0.000122257
          22            -0.512429            -0.511929          0.000118991
          23            -0.511634            -0.511917          0.000114506
          24            -0.510924            -0.511875          0.000116965
          25            -0.513564            -0.511943          0.000130342
          26            -0.511389            -0.511921          0.000127058
          27            -0.512293            -0.511935          0.000123095
          28            -0.512874            -0.511969          0.000123184
          29            -0.512323            -0.511981          0.000119541
          30            -0.511178            -0.511954          0.000118518
