#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.485528            -0.485528                    0
           2            -0.486378            -0.485953          0.000300662
           3            -0.486155            -0.486021          0.000207844
           4            -0.485226            -0.485822          0.000232208
           5            -0.485602            -0.485778          0.000189897
           6            -0.485802            -0.485782          0.000158292
           7            -0.486479            -0.485881          0.000164058
           8            -0.484921            -0.485761          0.000182277
           9            -0.486666            -0.485862           0.00018768
          10            -0.486362            -0.485912          0.000175459
          11            -0.485976            -0.485918          0.000159605
          12            -0.486034            -0.485927          0.000146597
          13            -0.485949            -0.485929          0.000135329
          14            -0.486138            -0.485944           0.00012648
          15            -0.486354            -0.485971          0.000120972
          16            -0.486464            -0.486002          0.000117265
          17            -0.485578            -0.485977          0.000112985
          18            -0.485172            -0.485932          0.000115223
          19            -0.485126             -0.48589          0.000116722
          20            -0.486176            -0.485904          0.000111758
          21            -0.485532            -0.485887          0.000107833
          22            -0.485936            -0.485889          0.000102955
          23            -0.486409            -0.485911          0.000100931
          24            -0.485274            -0.485885          0.000100163
          25            -0.486099            -0.485893          9.65228e-05
          26            -0.484794            -0.485851          0.000101645
          27              -0.4861             -0.48586          9.82977e-05
          28            -0.486386            -0.485879          9.65657e-05
          29            -0.485976            -0.485882          9.32936e-05
          30             -0.48525            -0.485861          9.25324e-05
