#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              604.717              604.717                    0
           2              630.024              617.371              8.94722
           3              598.479              611.073               7.8751
           4              604.313              609.383              6.08497
           5              637.176              614.942              6.95814
           6              613.399              614.685               5.8032
           7              619.553               615.38              5.01567
           8              629.209              617.109              4.67709
           9              598.402               615.03              4.59614
          10              634.016              616.929              4.51164
          11              626.261              617.777              4.18049
          12              632.745              619.024               4.0139
          13              623.332              619.356              3.71879
          14              616.463              619.149               3.4589
          15              638.741              620.455              3.46616
          16              611.984              619.926              3.28971
          17              655.951              622.045              3.71658
          18              605.683              621.136              3.61956
          19              632.311              621.724              3.47651
          20              608.563              621.066              3.36439
          21              615.721              620.812              3.21379
          22              637.636              621.576              3.15739
          23              622.352               621.61              3.02029
          24              638.081              622.296               2.9714
          25               643.35              623.138              2.96949
          26               638.99              623.748              2.91719
          27              669.953              625.459              3.27281
          28              623.649              625.395              3.15657
          29              642.237              625.976              3.10068
          30              630.828              626.137              3.00154
