#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.828741            -0.828741                    0
           2            -0.827791            -0.828266          0.000335734
           3             -0.82757            -0.828034          0.000293152
           4            -0.827195            -0.827824          0.000285186
           5            -0.828472            -0.827954          0.000255876
           6             -0.82739             -0.82786          0.000229821
           7            -0.826922            -0.827726          0.000232828
           8            -0.828548            -0.827829          0.000225262
           9            -0.827535            -0.827796          0.000202579
          10            -0.828487            -0.827865          0.000193752
          11            -0.827864            -0.827865          0.000176138
          12             -0.82787            -0.827866          0.000161461
          13            -0.827579            -0.827844          0.000150535
          14            -0.827638            -0.827829          0.000140499
          15            -0.829175            -0.827919          0.000157212
          16            -0.829006            -0.827987           0.00016142
          17            -0.829114            -0.828053          0.000164996
          18            -0.828021            -0.828051          0.000155839
          19            -0.826779            -0.827984          0.000161376
          20            -0.827592            -0.827965          0.000154494
          21            -0.826763            -0.827907          0.000157373
          22            -0.828126            -0.827917          0.000150534
          23            -0.828014            -0.827921          0.000144047
          24            -0.828254            -0.827935          0.000138708
          25            -0.828786            -0.827969          0.000137274
          26            -0.828584            -0.827993          0.000134014
          27            -0.830062             -0.82807          0.000149353
          28            -0.827666            -0.828055          0.000144715
          29            -0.828207             -0.82806          0.000139819
          30            -0.829207            -0.828099          0.000140287
