#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              12.6248              12.6248                    0
           2              11.3532               11.989             0.449578
           3              13.3708              12.4496             0.480906
           4              12.7607              12.5274             0.366913
           5              12.2008              12.4621             0.299288
           6              12.7161              12.5044             0.252384
           7              12.8771              12.5577             0.221875
           8              12.3032              12.5259             0.196408
           9              11.9705              12.4642             0.184021
          10               11.283               12.346             0.199964
          11              11.6445              12.2823             0.191687
          12              12.1812              12.2738             0.175898
          13              12.3255              12.2778             0.162413
          14              11.6629              12.2339             0.156639
          15               10.571               12.123             0.181229
          16              13.6832              12.2205             0.194372
          17              13.4061              12.2903              0.19505
          18              12.7392              12.3152             0.185801
          19              12.4469              12.3221             0.176151
          20              12.0766              12.3099             0.167771
          21              12.1702              12.3032             0.159914
          22              12.3536              12.3055             0.152661
          23              12.5939               12.318             0.146538
          24              11.5122              12.2845             0.144228
          25                12.39              12.2887             0.138521
          26              13.1656              12.3224             0.137238
          27              12.6678              12.3352              0.13275
          28              12.8467              12.3535              0.12926
          29              11.9992              12.3413             0.125378
          30              11.2506              12.3049              0.12636
