#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.8642              21.8642                    0
           2              22.0964              21.9803             0.082074
           3              21.8325               21.931            0.0679196
           4              21.5909               21.846            0.0895409
           5              22.0976              21.8963            0.0845999
           6              21.6337              21.8525            0.0810354
           7              21.7512              21.8381            0.0707403
           8              21.6838              21.8188            0.0644724
           9               22.073               21.847            0.0631932
          10              21.9167               21.854            0.0572567
          11              22.0563              21.8724            0.0549261
          12              21.9532              21.8791            0.0507596
          13              21.8303              21.8754            0.0469937
          14              22.0613              21.8886             0.045475
          15              22.4155              21.9238            0.0543409
          16              21.6301              21.9054             0.053955
          17              22.4838              21.9394            0.0605641
          18              21.5175               21.916            0.0615682
          19              22.3661              21.9397            0.0627196
          20              21.7501              21.9302            0.0602958
          21              21.5735              21.9132            0.0597691
          22              22.0055              21.9174            0.0571991
          23              21.6168              21.9043            0.0561854
          24              22.2334              21.9181            0.0554918
          25              22.1089              21.9257            0.0537949
          26              21.6015              21.9132             0.053151
          27              22.2541              21.9258            0.0526603
          28              21.8637              21.9236            0.0508263
          29              22.1916              21.9329            0.0499064
          30              21.9875              21.9347            0.0482761
