#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.3974              21.3974                    0
           2              20.5452              20.9713             0.301283
           3              21.0599              21.0008             0.202296
           4              21.3154              21.0795             0.166302
           5              20.6548              20.9945             0.153206
           6              21.4002              21.0621             0.141809
           7              20.7212              21.0134             0.129646
           8              21.0304              21.0156             0.113457
           9              21.4575              21.0647              0.11097
          10              21.3015              21.0883             0.102369
          11              20.8993              21.0712            0.0944939
          12              21.0526              21.0696            0.0866321
          13              21.0461              21.0678             0.079987
          14              21.0604              21.0673            0.0742754
          15              20.5637              21.0337            0.0765348
          16              20.9456              21.0282            0.0719493
          17              21.5407              21.0583            0.0737641
          18              21.5442              21.0853            0.0744406
          19                21.27              21.0951            0.0711543
          20              20.4174              21.0612            0.0752333
          21              22.0088              21.1063             0.084103
          22              21.2888              21.1146            0.0806884
          23               22.125              21.1585             0.088334
          24              21.2109              21.1607            0.0846803
          25              21.1456              21.1601            0.0812953
          26              21.6138              21.1776             0.080019
          27              21.8947              21.2041            0.0813437
          28              20.4705              21.1779            0.0825504
          29              20.4005              21.1511            0.0839434
          30              21.6344              21.1672            0.0826764
          31              21.0653              21.1639            0.0800747
          32              21.1263              21.1628             0.077581
          33              20.6606              21.1475            0.0767079
          34              21.0831              21.1456            0.0744752
          35              21.3066              21.1502            0.0724891
          36              20.9306              21.1441            0.0707318
          37              20.9659              21.1393             0.068984
          38              21.3952              21.1461            0.0674963
          39               20.982              21.1418            0.0658967
          40               21.872              21.1601            0.0667297
