#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.730587            -0.730587                    0
           2             -0.73048            -0.730534          3.79009e-05
           3            -0.730317            -0.730461          6.41879e-05
           4            -0.729646            -0.730257          0.000183055
           5            -0.730117            -0.730229          0.000148588
           6            -0.729478            -0.730104          0.000168557
           7            -0.729489            -0.730016          0.000165814
           8            -0.730449             -0.73007          0.000153655
           9             -0.72999            -0.730061          0.000136838
          10            -0.729094            -0.729965          0.000153608
          11             -0.72993            -0.729961          0.000139675
          12            -0.729978            -0.729963          0.000128043
          13            -0.729802            -0.729951          0.000118787
          14            -0.728955            -0.729879          0.000129846
          15            -0.730324            -0.729909          0.000124526
          16             -0.73065            -0.729955          0.000125066
          17             -0.72993            -0.729954          0.000117718
          18            -0.730306            -0.729973          0.000112788
          19            -0.729083            -0.729927          0.000116177
          20            -0.729709            -0.729916          0.000110878
          21            -0.731123            -0.729973          0.000119581
          22            -0.729208            -0.729938          0.000119097
          23            -0.730638            -0.729969          0.000117743
          24            -0.731166            -0.730019          0.000122956
          25            -0.729654            -0.730004          0.000118898
          26            -0.729778            -0.729995          0.000114644
          27             -0.73007            -0.729998          0.000110432
          28             -0.72739            -0.729905          0.000140391
          29            -0.730198            -0.729915          0.000135912
          30            -0.730813            -0.729945          0.000134634
