#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              296.844              296.844                    0
           2               302.63              299.737              2.04574
           3              294.224              297.899              2.02777
           4              300.112              298.453               1.5945
           5              301.878              299.138              1.41516
           6               290.04              297.621              1.81839
           7              299.129              297.837              1.57132
           8              297.218              297.759               1.3768
           9              297.856               297.77              1.22387
          10              293.286              297.322              1.18078
          11              297.843              297.369              1.07439
          12               295.84              297.242             0.992381
          13              299.591              297.423             0.932359
          14              299.829              297.594             0.881465
          15              296.071              297.493             0.828531
          16              296.029              297.401             0.781783
          17              295.549              297.292             0.743351
          18               302.18              297.564             0.750001
          19                297.2              297.545             0.710773
          20              300.616              297.698             0.691622
          21              298.755              297.749             0.660516
          22              294.916               297.62             0.642923
          23              303.152               297.86             0.658422
          24              299.644              297.935              0.63517
          25              291.088              297.661             0.666194
          26               300.45              297.768             0.649148
          27               304.69              298.024             0.673826
          28              287.553               297.65             0.746361
          29              294.286              297.534             0.729585
          30              300.257              297.625             0.710887
