#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              20.0632              20.0632                    0
           2               20.509              20.2861             0.157609
           3              20.1584              20.2436             0.110668
           4              20.1986              20.2323            0.0835686
           5              20.0172              20.1893            0.0771432
           6              20.0684              20.1691             0.066864
           7               19.959              20.1391            0.0636966
           8              20.0543              20.1285            0.0566099
           9              20.2299              20.1398            0.0514273
          10              20.1177              20.1376            0.0463317
          11              20.5346              20.1737            0.0543883
          12              20.1501              20.1717            0.0498914
          13              20.0925              20.1656            0.0464245
          14              19.9493              20.1502             0.045607
          15              19.9531               20.137             0.044418
          16              19.9924               20.128             0.042551
          17              20.0696              20.1246            0.0401862
          18              20.4412              20.1421            0.0416265
          19               20.183              20.1443            0.0394912
          20               20.145              20.1443            0.0375166
          21              20.2978              20.1516            0.0364347
          22              20.0534              20.1472            0.0350513
          23              20.2435              20.1514            0.0337768
          24              20.1412              20.1509            0.0323721
          25              20.0907              20.1485            0.0311668
          26              20.0154              20.1434            0.0303856
          27              20.1814              20.1448            0.0292928
          28              20.1115              20.1436            0.0282708
          29              19.8743              20.1343            0.0287811
          30               19.932              20.1276            0.0286014
