#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              3.59666              3.59666                    0
           2              3.28158              3.43912             0.111398
           3              3.07984              3.31936             0.122788
           4               3.2273              3.29634            0.0942234
           5              3.60266              3.35761            0.0931905
           6              3.70716              3.41587            0.0941237
           7              3.59196              3.44102            0.0839719
           8              3.48048              3.44595            0.0736201
           9              3.58338              3.46122            0.0670049
          10                3.412               3.4563             0.060485
          11              3.73102              3.48128            0.0599209
          12              3.65678               3.4959            0.0566843
          13              3.54152              3.49941            0.0524324
          14              3.66244              3.51106            0.0499637
          15              3.64188              3.51978            0.0473879
          16              3.36372              3.51002            0.0454188
          17               3.6538              3.51848            0.0435274
          18              3.60948              3.52354            0.0414018
          19              3.28604              3.51104            0.0410663
          20              3.71312              3.52114            0.0402369
          21              3.36122              3.51353            0.0390348
          22              3.66308              3.52032            0.0378478
          23              3.31028              3.51119            0.0372877
          24              3.51682              3.51143            0.0357348
          25              3.52638              3.51202            0.0343104
          26              3.34532              3.50561            0.0335845
          27              3.41192              3.50214            0.0325195
          28              3.30028              3.49493            0.0321472
          29              3.61406              3.49904            0.0313001
          30              3.66398              3.50454            0.0307358
