#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.643301            -0.643301                    0
           2            -0.643154            -0.643228          5.17602e-05
           3             -0.64497            -0.643809          0.000475584
           4            -0.643822            -0.643812            0.0003567
           5            -0.644781            -0.644006          0.000333863
           6            -0.643653            -0.643947          0.000283355
           7            -0.643236            -0.643845          0.000260442
           8            -0.644333            -0.643906          0.000234905
           9            -0.643924            -0.643908          0.000208813
          10            -0.642539            -0.643771          0.000228446
          11            -0.643301            -0.643729          0.000211645
          12            -0.643989             -0.64375          0.000195116
          13            -0.643219            -0.643709          0.000184334
          14             -0.64202            -0.643589           0.00020693
          15            -0.644086            -0.643622          0.000195768
          16            -0.645019            -0.643709          0.000202075
          17            -0.643611            -0.643703          0.000190271
          18            -0.643445            -0.643689          0.000180242
          19            -0.643483            -0.643678          0.000171081
          20             -0.64428            -0.643708          0.000165151
          21            -0.643715            -0.643709          0.000157287
          22             -0.64467            -0.643752          0.000156085
          23             -0.64404            -0.643765          0.000149799
          24            -0.644263            -0.643786           0.00014499
          25            -0.643552            -0.643776          0.000139491
          26            -0.643212            -0.643755          0.000135804
          27            -0.643618             -0.64375          0.000130867
          28            -0.644309            -0.643769          0.000127709
          29            -0.643754            -0.643769          0.000123306
          30            -0.643373            -0.643756          0.000119901
