#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              17.1194              17.1194                    0
           2               16.975              17.0472              0.05105
           3              17.2556              17.1167            0.0661571
           4              17.3037              17.1634            0.0640439
           5              17.1066              17.1521            0.0522347
           6              17.2515              17.1686             0.046082
           7              16.9871              17.1427            0.0462202
           8              17.1651              17.1455            0.0405276
           9               17.124              17.1431            0.0360947
          10              17.1341              17.1422            0.0324965
          11              17.1364              17.1417            0.0295465
          12              17.0799              17.1365            0.0275298
          13              17.1537              17.1379            0.0254436
          14              17.1894              17.1415            0.0238913
          15                17.04              17.1348             0.023238
          16              17.1644              17.1366             0.021859
          17              17.2336              17.1423            0.0213043
          18              17.1881              17.1449            0.0202722
          19              17.2611               17.151            0.0201072
          20              17.2854              17.1577            0.0201933
          21               17.039              17.1521            0.0200076
          22              17.0802              17.1488            0.0193626
          23              17.0965              17.1465            0.0186538
          24              16.9995              17.1404             0.018856
          25               17.359              17.1491            0.0200273
          26              17.1032              17.1474            0.0193348
          27              17.3323              17.1542            0.0197948
          28              17.2764              17.1586             0.019563
          29              17.1649              17.1588            0.0188896
          30              17.0408              17.1549            0.0186647
