#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.680252            -0.680252                    0
           2            -0.678492            -0.679372          0.000622254
           3             -0.68014            -0.679628          0.000464521
           4             -0.68206            -0.680236          0.000631367
           5            -0.679016            -0.679992          0.000550226
           6            -0.678588            -0.679758          0.000505838
           7            -0.681312             -0.67998          0.000479824
           8             -0.67768            -0.679693          0.000498593
           9            -0.677172            -0.679412          0.000515885
          10            -0.677364            -0.679208          0.000503325
          11            -0.679208            -0.679208          0.000457568
          12            -0.678132            -0.679118          0.000428127
          13             -0.68022            -0.679203          0.000403499
          14            -0.676936            -0.679041          0.000405865
          15            -0.678024            -0.678973          0.000384427
          16            -0.679844            -0.679028          0.000364234
          17            -0.679608            -0.679062          0.000344405
          18            -0.679172            -0.679068          0.000325326
          19            -0.680336            -0.679135          0.000314977
          20            -0.677444             -0.67905          0.000310363
          21            -0.678864            -0.679041           0.00029571
          22             -0.68084            -0.679123          0.000293355
          23            -0.681532            -0.679228          0.000298715
          24            -0.675432             -0.67907          0.000325453
          25            -0.678488            -0.679046          0.000313265
          26            -0.679964            -0.679082          0.000303199
          27             -0.67816            -0.679047          0.000293884
          28            -0.678764            -0.679037          0.000283562
          29            -0.678916            -0.679033          0.000273815
          30             -0.67716            -0.678971          0.000271713
          31            -0.679152            -0.678977          0.000263011
          32            -0.677856            -0.678942          0.000257113
          33            -0.675404            -0.678834          0.000270747
          34            -0.675408            -0.678734          0.000280913
          35            -0.678092            -0.678715          0.000273484
          36            -0.677836            -0.678691          0.000266976
          37            -0.680256            -0.678733           0.00026309
          38            -0.678072            -0.678716          0.000256741
          39             -0.67806            -0.678699          0.000250708
          40              -0.6786            -0.678696          0.000244453
