#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              76.0761              76.0761                    0
           2              76.3333              76.2047            0.0909409
           3               77.116              76.5085             0.255311
           4              77.2483              76.6934             0.249645
           5              76.6682              76.6884             0.199767
           6              77.3247              76.7944             0.192574
           7              76.6771              76.7777             0.165791
           8              77.9262              76.9212             0.197682
           9              77.0879              76.9397             0.176582
          10              75.4941              76.7952             0.209921
          11              78.5838              76.9578             0.245877
          12              76.8313              76.9472             0.225613
          13              76.2941               76.897             0.213778
          14              77.3777              76.9313             0.201247
          15              77.9425              76.9988             0.198801
          16              75.4226              76.9002             0.209366
          17              76.6197              76.8837               0.1977
          18              77.2314              76.9031             0.187657
          19              76.1703              76.8645               0.1817
          20              77.1392              76.8782             0.173134
          21              76.3654              76.8538             0.166603
          22              75.8468               76.808             0.165198
          23               76.599              76.7989             0.158265
          24              76.2477               76.776             0.153328
          25              77.0494              76.7869             0.147584
          26              76.9115              76.7917             0.141986
          27              76.3524              76.7754             0.137656
          28              76.8777              76.7791             0.132788
          29              77.6004              76.8074             0.131195
          30              77.2648              76.8227             0.127704
