#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              10.7357              10.7357                    0
           2              10.7643                10.75            0.0101214
           3              10.7587              10.7529           0.00715174
           4               10.707              10.7414            0.0112947
           5              10.6691              10.7269            0.0157747
           6              10.6454              10.7134            0.0180752
           7              10.7837              10.7234            0.0180702
           8              10.7181              10.7227            0.0158236
           9              10.8002              10.7313            0.0162369
          10              10.6762              10.7258            0.0155222
          11              10.7281               10.726            0.0141124
          12              10.7172              10.7253            0.0129556
          13               10.769              10.7287            0.0123883
          14              10.6799              10.7252            0.0119819
          15              10.6315              10.7189            0.0127064
          16               10.683              10.7167             0.012109
          17              10.8211              10.7228            0.0128612
          18              10.7802               10.726            0.0125347
          19               10.734              10.7264             0.011882
          20              10.6304              10.7216            0.0122199
          21              10.6923              10.7202            0.0117178
          22              10.6578              10.7174            0.0115232
          23              10.7883              10.7205            0.0114273
          24              10.7668              10.7224            0.0111128
          25               10.786               10.725            0.0109557
          26              10.7053              10.7242            0.0105603
          27              10.7712              10.7259            0.0103116
          28              10.7309              10.7261            0.0099449
          29              10.8137              10.7291            0.0100499
          30              10.7668              10.7304           0.00979289
