#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.485973            -0.485973                    0
           2            -0.485965            -0.485969          2.82843e-06
           3            -0.486219            -0.486052          6.81763e-05
           4            -0.485199            -0.485839          0.000191642
           5            -0.486179            -0.485907           0.00016495
           6             -0.48583            -0.485894          0.000137962
           7            -0.485447             -0.48583          0.000132205
           8            -0.485732            -0.485818          0.000116248
           9             -0.48593             -0.48583          0.000103991
          10            -0.485438            -0.485791          0.000100738
          11            -0.486835            -0.485886          0.000128752
          12            -0.486185            -0.485911          0.000120405
          13            -0.484897            -0.485833          0.000134054
          14            -0.486125            -0.485854          0.000126089
          15            -0.486183            -0.485876           0.00011958
          16            -0.485891            -0.485877          0.000112111
          17            -0.485792            -0.485872          0.000105626
          18            -0.486982            -0.485933          0.000116394
          19            -0.486202            -0.485948          0.000111121
          20            -0.485881            -0.485944          0.000105615
          21            -0.485337            -0.485915          0.000104471
          22            -0.486323            -0.485934          0.000101355
          23            -0.485614             -0.48592          9.78947e-05
          24            -0.485214             -0.48589            9.814e-05
          25            -0.487242            -0.485945          0.000108091
          26             -0.48571            -0.485936          0.000104308
          27             -0.48597            -0.485937          0.000100452
          28            -0.486704            -0.485964          0.000100532
          29            -0.486358            -0.485978          9.79761e-05
          30             -0.48525            -0.485954          9.76643e-05
