#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.811634            -0.811634                    0
           2            -0.811827             -0.81173          6.84479e-05
           3             -0.81044              -0.8113          0.000354154
           4            -0.812306            -0.811552          0.000343407
           5            -0.810707            -0.811383          0.000313513
           6            -0.811018            -0.811322          0.000267076
           7            -0.810131            -0.811152          0.000277867
           8             -0.81129            -0.811169          0.000243673
           9            -0.812246            -0.811289          0.000244191
          10            -0.810875            -0.811247          0.000223248
          11            -0.812192            -0.811333          0.000218844
          12            -0.811296             -0.81133          0.000200629
          13            -0.811112            -0.811313          0.000185897
          14            -0.811588            -0.811333           0.00017365
          15            -0.814077            -0.811516          0.000239784
          16            -0.811027            -0.811485          0.000226735
          17             -0.81128            -0.811473          0.000213719
          18            -0.812092            -0.811508          0.000204591
          19            -0.810526            -0.811456          0.000200236
          20            -0.811365            -0.811451          0.000190276
          21            -0.811893            -0.811472          0.000182372
          22             -0.81211            -0.811501          0.000176367
          23            -0.810506            -0.811458          0.000173932
          24            -0.810118            -0.811402          0.000175415
          25            -0.810716            -0.811375          0.000170533
          26            -0.811722            -0.811388          0.000164497
          27             -0.80968            -0.811325          0.000170137
          28            -0.809338            -0.811254          0.000178241
          29             -0.81047            -0.811227          0.000174131
          30            -0.811722            -0.811243          0.000169105
