#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              542.754              542.754                    0
           2              544.493              543.623             0.614787
           3              538.123               541.79              1.55196
           4              574.792               550.04              7.23931
           5               541.95              548.422              5.96955
           6              528.296              545.068              5.84153
           7              546.913              545.331              5.01297
           8              544.251              545.196              4.38817
           9              564.443              547.335              4.39086
          10              552.495              547.851              3.98198
          11              551.608              548.192              3.63461
          12              541.519              547.636                3.374
          13              544.449              547.391              3.12336
          14              537.172              546.661              2.98434
          15              566.014              547.951              3.05156
          16              523.896              546.448              3.20991
          17              534.208              545.728               3.1008
          18              547.729              545.839              2.93052
          19              535.685              545.305              2.82459
          20               535.76              544.827              2.72338
          21              540.549              544.624               2.6013
          22              540.666              544.444              2.48927
          23              533.003              543.946              2.43023
          24              539.198              543.749              2.33701
          25              540.817              543.631              2.24647
          26              548.101              543.803              2.16664
          27              531.276              543.339              2.13549
          28              535.163              543.047              2.07909
          29              540.713              542.967              2.00896
          30              546.887              543.097              1.94624
