#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1            -0.910406            -0.910406                    0
           2            -0.912358            -0.911382          0.000690136
           3            -0.913522            -0.912096          0.000742235
           4             -0.91315            -0.912359          0.000601688
           5            -0.911875            -0.912263          0.000489082
           6            -0.912341            -0.912276          0.000407742
           7            -0.913376            -0.912433          0.000378585
           8            -0.909903            -0.912117          0.000444094
           9            -0.912626            -0.912173          0.000398335
          10            -0.912046             -0.91216          0.000358706
          11            -0.912426            -0.912185          0.000326905
          12             -0.91307            -0.912258          0.000307886
          13            -0.913092            -0.912322          0.000290804
          14            -0.912306            -0.912321          0.000270035
          15            -0.915241            -0.912516          0.000314447
          16            -0.910002            -0.912359          0.000331745
          17            -0.911382            -0.912301          0.000317164
          18            -0.911046            -0.912232          0.000307111
          19            -0.911634              -0.9122          0.000292552
          20            -0.911391             -0.91216          0.000280707
          21             -0.91167            -0.912136          0.000268308
          22            -0.910847            -0.912078          0.000262434
          23            -0.912636            -0.912102          0.000252143
          24            -0.911574             -0.91208          0.000242594
          25            -0.910454            -0.912015          0.000241449
          26            -0.911173            -0.911983          0.000234325
          27            -0.912439               -0.912          0.000226256
          28            -0.910723            -0.911954           0.00022272
          29            -0.910016            -0.911887          0.000224843
          30            -0.911059             -0.91186          0.000219035
