#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1              21.1574              21.1574                    0
           2              21.4402              21.2988            0.0999904
           3              21.3458              21.3145            0.0678774
           4               21.303              21.3116            0.0509688
           5              21.1547              21.2802            0.0495075
           6              21.5659              21.3278            0.0599265
           7               21.817              21.3977            0.0826117
           8              21.5445              21.4161            0.0742936
           9               21.671              21.4444            0.0712354
          10              21.1142              21.4114            0.0713568
          11              21.9649              21.4617            0.0806863
          12              21.4844              21.4636            0.0739847
          13              21.3571              21.4554            0.0687459
          14              20.5602              21.3915            0.0887228
          15              21.7484              21.4153            0.0859405
          16              20.8625              21.3807            0.0872363
          17              21.7045              21.3998             0.084158
          18              21.5068              21.4057            0.0796923
          19              21.3586              21.4032            0.0755365
          20              21.3494              21.4005            0.0718075
          21              20.8231               21.373            0.0734639
          22              21.2533              21.3676            0.0703261
          23              21.4792              21.3724            0.0674356
          24              21.6937              21.3858            0.0659406
          25              21.1748              21.3774            0.0638412
          26              21.5094              21.3825            0.0615875
          27              21.9231              21.4025            0.0624767
          28              21.3937              21.4022            0.0602462
          29              21.8889               21.419            0.0604616
          30              21.8794              21.4343            0.0603626
