#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1              1549.41              1549.41                    0
           2               1621.6              1585.51              25.5213
           3              1650.59               1607.2              24.5619
           4              1632.92              1613.63              19.2445
           5              1585.65              1608.03              16.1889
           6              1607.54              1607.95               13.491
           7               1663.8              1615.93              13.7213
           8              1558.57              1608.76              13.7527
           9              1624.49              1610.51              12.3352
          10               1622.4               1611.7              11.1588
          11              1602.69              1610.88              10.1743
          12               1638.3              1613.16              9.57973
          13              1642.93              1615.45              9.11232
          14              1575.28              1612.58              8.90172
          15              1696.07              1618.15              9.89649
          16               1529.7              1612.62              10.7112
          17              1583.29               1610.9              10.2191
          18              1554.59              1607.77              10.1189
          19              1580.21              1606.32              9.68966
          20              1570.61              1604.53              9.36822
          21              1554.89              1602.17              9.21554
          22              1582.53              1601.28              8.83977
          23              1589.15              1600.75              8.47115
          24              1605.86              1600.96              8.12085
          25              1568.56              1599.67              7.89876
          26              1569.08              1598.49              7.68208
          27              1629.58              1599.64              7.48336
          28              1570.53               1598.6              7.28799
          29              1550.29              1596.93              7.22457
          30              1591.25              1596.75              6.98624
