#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1              25.8098              25.8098                    0
           2               26.528              26.1689             0.253922
           3              28.0925              26.8101             0.550215
           4               26.474              26.7261             0.419029
           5              26.4291              26.6667             0.339407
           6              28.9139              27.0412              0.44373
           7              27.7786              27.1466             0.392646
           8              27.0281              27.1317             0.343845
           9              28.4842               27.282             0.336879
          10              27.9685              27.3507             0.310107
          11               27.835              27.3947             0.285024
          12              27.8951              27.4364             0.264304
          13              28.9586              27.5535             0.268661
          14              25.9753              27.4408             0.272095
          15               25.493              27.3109             0.283249
          16              26.6038              27.2667             0.268972
          17              28.1816              27.3205             0.258478
          18              27.2356              27.3158             0.244161
          19              27.6956              27.3358             0.232127
          20              26.8376              27.3109             0.221853
          21              27.2829              27.3096             0.211293
          22              25.9712              27.2487             0.210264
          23              28.5001              27.3031             0.208042
          24              26.7102              27.2784             0.200835
          25              27.0396              27.2689             0.193029
          26               27.877              27.2923             0.187016
          27              27.7137              27.3079              0.18074
          28              26.7918              27.2894             0.175222
          29              24.5593              27.1953             0.192818
          30              27.6043              27.2089             0.186872
